index,Date,HomeTeamId,AwayTeamId,HTR,FTR
3255,31/10/2020,387.0,68.0,A,A
3256,31/10/2020,357.0,346.0,H,H
3257,31/10/2020,1044.0,342.0,A,D
3258,31/10/2020,389.0,402.0,A,A
3259,31/10/2020,343.0,351.0,D,H
3260,31/10/2020,384.0,394.0,A,A
3261,31/10/2020,1081.0,332.0,D,A
3262,31/10/2020,69.0,715.0,H,H
3263,31/10/2020,70.0,385.0,H,H
3264,31/10/2020,72.0,59.0,H,H
3265,03/11/2020,402.0,72.0,H,D
3266,03/11/2020,394.0,387.0,H,A
3267,03/11/2020,68.0,384.0,D,D
3268,03/11/2020,345.0,1044.0,D,H
3269,03/11/2020,59.0,343.0,D,D
3270,03/11/2020,715.0,357.0,H,H
3271,04/11/2020,355.0,1081.0,D,A
3272,04/11/2020,346.0,70.0,D,H
3273,04/11/2020,342.0,69.0,D,A
3274,04/11/2020,351.0,1076.0,H,H
3275,04/11/2020,385.0,389.0,D,A
3276,06/11/2020,715.0,387.0,A,A
3277,07/11/2020,355.0,70.0,A,A
3278,07/11/2020,332.0,1044.0,A,A
3279,07/11/2020,59.0,69.0,D,H
3280,07/11/2020,402.0,343.0,D,D
3281,07/11/2020,342.0,357.0,A,A
3282,07/11/2020,394.0,389.0,A,D
3283,07/11/2020,68.0,72.0,D,H
3284,07/11/2020,385.0,1081.0,D,H
3285,07/11/2020,345.0,384.0,D,D
3286,07/11/2020,346.0,1076.0,D,H
3287,20/11/2020,1076.0,332.0,D,D
3288,21/11/2020,1044.0,355.0,A,H
3289,21/11/2020,357.0,351.0,D,H
3290,21/11/2020,387.0,342.0,D,H
3291,21/11/2020,389.0,59.0,D,D
3292,21/11/2020,343.0,68.0,D,A
3293,21/11/2020,384.0,715.0,H,D
3294,21/11/2020,1081.0,345.0,D,H
3295,21/11/2020,69.0,346.0,A,D
3296,21/11/2020,70.0,394.0,H,H
3297,21/11/2020,72.0,385.0,H,H
3298,24/11/2020,389.0,332.0,D,D
3299,24/11/2020,69.0,385.0,H,H
3300,24/11/2020,70.0,68.0,A,A
3301,24/11/2020,357.0,402.0,D,A
3302,24/11/2020,1081.0,59.0,A,A
3303,24/11/2020,1044.0,351.0,H,H
3304,25/11/2020,343.0,342.0,H,H
3305,25/11/2020,384.0,355.0,H,D
3306,25/11/2020,387.0,346.0,D,D
3307,25/11/2020,1076.0,715.0,D,H
3308,25/11/2020,72.0,345.0,A,D
3309,27/11/2020,402.0,69.0,D,H
3310,28/11/2020,355.0,387.0,D,H
3311,28/11/2020,332.0,384.0,D,D
3312,28/11/2020,59.0,357.0,H,H
3313,28/11/2020,715.0,389.0,H,H
3314,28/11/2020,394.0,343.0,H,H
3315,28/11/2020,68.0,1076.0,H,D
3316,28/11/2020,385.0,1044.0,D,D
3317,28/11/2020,345.0,70.0,D,D
3318,28/11/2020,346.0,1081.0,H,H
3319,29/11/2020,351.0,72.0,A,A
3320,01/12/2020,715.0,394.0,H,H
3321,01/12/2020,332.0,357.0,D,A
3322,01/12/2020,1044.0,1081.0,A,A
3323,01/12/2020,342.0,1076.0,D,D
3324,01/12/2020,69.0,387.0,D,A
3325,01/12/2020,385.0,402.0,D,A
3326,02/12/2020,343.0,72.0,H,H
3327,02/12/2020,59.0,384.0,D,H
3328,02/12/2020,389.0,68.0,H,H
3329,02/12/2020,351.0,346.0,D,D
3330,02/12/2020,345.0,355.0,D,D
3331,04/12/2020,357.0,1044.0,A,A
3332,05/12/2020,355.0,351.0,H,H
3333,05/12/2020,402.0,59.0,D,D
3334,05/12/2020,387.0,332.0,D,A
3335,05/12/2020,1076.0,385.0,H,H
3336,05/12/2020,394.0,69.0,H,H
3337,05/12/2020,384.0,342.0,D,A
3338,05/12/2020,68.0,345.0,D,H
3339,05/12/2020,70.0,343.0,H,H
3340,05/12/2020,72.0,389.0,H,H
3341,05/12/2020,346.0,715.0,A,A
3342,08/12/2020,1076.0,389.0,D,D
3343,08/12/2020,394.0,345.0,H,H
3344,08/12/2020,384.0,69.0,D,D
3345,08/12/2020,70.0,715.0,H,A
3346,08/12/2020,72.0,1044.0,D,D
3347,08/12/2020,346.0,385.0,H,H
3348,09/12/2020,1081.0,343.0,D,H
3349,09/12/2020,402.0,342.0,D,D
3350,09/12/2020,387.0,59.0,D,H
3351,09/12/2020,68.0,351.0,H,H
3352,09/12/2020,355.0,332.0,A,A
3353,12/12/2020,715.0,72.0,A,A
3354,12/12/2020,332.0,346.0,D,A
3355,12/12/2020,59.0,68.0,A,A
3356,12/12/2020,1044.0,394.0,H,H
3357,12/12/2020,342.0,70.0,D,D
3358,12/12/2020,389.0,1081.0,H,H
3359,12/12/2020,343.0,384.0,H,H
3360,12/12/2020,351.0,402.0,A,A
3361,12/12/2020,69.0,355.0,D,A
3362,12/12/2020,385.0,387.0,H,H
3363,12/12/2020,345.0,357.0,A,A
3364,15/12/2020,69.0,70.0,D,D
3365,15/12/2020,357.0,1081.0,A,H
3366,15/12/2020,387.0,384.0,A,A
3367,15/12/2020,351.0,345.0,H,H
3368,15/12/2020,346.0,402.0,D,D
3369,16/12/2020,342.0,72.0,H,H
3370,16/12/2020,715.0,332.0,D,H
3371,16/12/2020,343.0,389.0,D,H
3372,16/12/2020,59.0,385.0,D,H
3373,16/12/2020,1076.0,394.0,D,D
3374,16/12/2020,355.0,68.0,D,A
3375,18/12/2020,1081.0,387.0,H,H
3376,19/12/2020,68.0,715.0,H,H
3377,19/12/2020,332.0,343.0,A,A
3378,19/12/2020,402.0,355.0,H,H
3379,19/12/2020,394.0,346.0,H,H
3380,19/12/2020,389.0,1044.0,D,D
3381,19/12/2020,384.0,351.0,D,D
3382,19/12/2020,345.0,1076.0,D,H
3383,19/12/2020,70.0,59.0,H,H
3384,19/12/2020,72.0,357.0,H,H
3385,26/12/2020,357.0,394.0,D,H
3386,26/12/2020,59.0,345.0,A,D
3387,26/12/2020,715.0,402.0,H,A
3388,26/12/2020,1076.0,70.0,D,D
3389,26/12/2020,342.0,1081.0,D,A
3390,26/12/2020,351.0,332.0,D,D
3391,26/12/2020,69.0,72.0,A,A
3392,26/12/2020,355.0,389.0,H,H
3393,26/12/2020,346.0,68.0,H,H
3394,29/12/2020,332.0,342.0,A,A
3395,29/12/2020,345.0,343.0,H,H
3396,29/12/2020,394.0,59.0,D,H
3397,29/12/2020,389.0,387.0,H,H
3398,29/12/2020,68.0,69.0,D,D
3399,29/12/2020,1081.0,1076.0,H,H
3400,29/12/2020,385.0,357.0,A,A
3401,29/12/2020,70.0,351.0,H,D
3402,30/12/2020,402.0,1044.0,D,H
3403,30/12/2020,72.0,355.0,D,D
3404,01/01/2021,345.0,342.0,D,H
3405,02/01/2021,332.0,59.0,A,A
3406,02/01/2021,394.0,355.0,H,A
3407,02/01/2021,384.0,1076.0,A,A
3408,02/01/2021,68.0,357.0,D,H
3409,02/01/2021,1081.0,351.0,D,A
3410,02/01/2021,72.0,346.0,D,H
3411,02/01/2021,70.0,1044.0,D,A
3412,12/01/2021,389.0,69.0,A,A
3413,12/01/2021,1044.0,384.0,H,D
3414,16/01/2021,343.0,332.0,A,A
3415,16/01/2021,59.0,70.0,A,D
3416,16/01/2021,1044.0,389.0,D,A
3417,16/01/2021,387.0,1081.0,H,H
3418,16/01/2021,715.0,68.0,A,A
3419,16/01/2021,342.0,385.0,D,A
3420,16/01/2021,351.0,384.0,H,H
3421,16/01/2021,346.0,394.0,D,H
3422,16/01/2021,357.0,72.0,A,A
3423,19/01/2021,342.0,1044.0,H,H
3424,19/01/2021,355.0,1076.0,H,H
3425,19/01/2021,385.0,70.0,D,D
3426,19/01/2021,346.0,357.0,H,H
3427,20/01/2021,68.0,387.0,H,H
3428,20/01/2021,402.0,389.0,H,H
3429,20/01/2021,715.0,69.0,D,A
3430,20/01/2021,394.0,384.0,A,A
3431,20/01/2021,351.0,343.0,A,A
3432,20/01/2021,332.0,1081.0,D,A
3433,22/01/2021,70.0,346.0,D,A
3434,23/01/2021,69.0,342.0,D,A
3435,24/01/2021,1081.0,355.0,D,D
3436,24/01/2021,343.0,59.0,D,A
3437,26/01/2021,387.0,394.0,H,H
3438,26/01/2021,384.0,346.0,D,D
3439,27/01/2021,357.0,715.0,H,D
3440,27/01/2021,1076.0,345.0,D,H
3441,27/01/2021,343.0,385.0,A,A
3442,27/01/2021,72.0,402.0,D,D
3443,29/01/2021,355.0,1044.0,H,H
3444,30/01/2021,68.0,343.0,D,D
3445,30/01/2021,332.0,1076.0,D,D
3446,30/01/2021,59.0,389.0,D,H
3447,30/01/2021,715.0,384.0,A,D
3448,30/01/2021,342.0,387.0,H,H
3449,30/01/2021,394.0,70.0,D,D
3450,30/01/2021,351.0,357.0,D,D
3451,30/01/2021,385.0,72.0,A,A
3452,30/01/2021,345.0,1081.0,H,H
3453,01/02/2021,346.0,69.0,D,A
3454,02/02/2021,384.0,68.0,D,D
3455,02/02/2021,1044.0,345.0,A,A
3456,02/02/2021,1076.0,351.0,D,A
3457,03/02/2021,385.0,342.0,D,H
3458,03/02/2021,402.0,387.0,D,H
3459,05/02/2021,72.0,68.0,H,H
3460,06/02/2021,1076.0,346.0,D,D
3461,06/02/2021,1044.0,332.0,D,H
3462,06/02/2021,387.0,715.0,A,A
3463,06/02/2021,389.0,394.0,H,D
3464,06/02/2021,343.0,402.0,D,A
3465,06/02/2021,384.0,345.0,D,H
3466,06/02/2021,1081.0,385.0,A,A
3467,06/02/2021,69.0,59.0,D,H
3468,06/02/2021,70.0,355.0,D,D
3469,09/02/2021,385.0,715.0,A,A
3470,10/02/2021,355.0,402.0,D,A
3471,12/02/2021,59.0,1081.0,A,A
3472,13/02/2021,351.0,1044.0,D,D
3473,13/02/2021,332.0,389.0,A,A
3474,13/02/2021,715.0,1076.0,H,H
3475,13/02/2021,342.0,343.0,H,H
3476,13/02/2021,68.0,70.0,H,H
3477,13/02/2021,355.0,384.0,H,A
3478,13/02/2021,346.0,387.0,H,H
3479,14/02/2021,402.0,357.0,A,A
3480,16/02/2021,1081.0,346.0,D,A
3481,16/02/2021,70.0,345.0,D,H
3482,16/02/2021,387.0,355.0,A,A
3483,16/02/2021,343.0,394.0,H,H
3484,16/02/2021,389.0,715.0,D,A
3485,17/02/2021,1076.0,68.0,A,A
3486,17/02/2021,384.0,332.0,H,H
3487,17/02/2021,69.0,402.0,A,H
3488,17/02/2021,72.0,351.0,D,H
3489,17/02/2021,357.0,59.0,D,H
3490,17/02/2021,1044.0,385.0,H,H
3491,19/02/2021,346.0,342.0,H,H
3492,20/02/2021,1076.0,402.0,H,H
3493,20/02/2021,387.0,357.0,D,A
3494,20/02/2021,715.0,1081.0,H,H
3495,20/02/2021,394.0,72.0,D,H
3496,20/02/2021,68.0,385.0,H,H
3497,20/02/2021,351.0,59.0,H,H
3498,20/02/2021,69.0,1044.0,D,H
3499,20/02/2021,355.0,343.0,A,A
3500,20/02/2021,345.0,332.0,D,A
3501,20/02/2021,70.0,389.0,H,H
3502,23/02/2021,332.0,68.0,D,A
3503,23/02/2021,342.0,394.0,H,H
3504,23/02/2021,343.0,387.0,A,A
3505,23/02/2021,389.0,384.0,D,D
3506,23/02/2021,385.0,351.0,D,A
3507,24/02/2021,357.0,70.0,H,H
3508,24/02/2021,402.0,345.0,H,H
3509,24/02/2021,72.0,1076.0,D,H
3510,24/02/2021,59.0,346.0,A,A
3511,24/02/2021,1044.0,715.0,A,A
3512,24/02/2021,1081.0,69.0,D,D
3513,26/02/2021,342.0,351.0,A,D
3514,27/02/2021,1044.0,346.0,D,H
3515,27/02/2021,357.0,384.0,D,H
3516,27/02/2021,332.0,69.0,A,H
3517,27/02/2021,59.0,1076.0,H,D
3518,27/02/2021,402.0,70.0,A,H
3519,27/02/2021,389.0,345.0,A,H
3520,27/02/2021,343.0,715.0,A,D
3521,27/02/2021,1081.0,394.0,H,H
3522,27/02/2021,385.0,355.0,A,A
3523,27/02/2021,72.0,387.0,D,A
3524,02/03/2021,715.0,342.0,H,H
3525,02/03/2021,1076.0,343.0,D,A
3526,02/03/2021,394.0,332.0,D,D
3527,02/03/2021,384.0,1081.0,D,H
3528,02/03/2021,351.0,389.0,D,A
3529,02/03/2021,355.0,59.0,H,H
3530,03/03/2021,68.0,402.0,H,H
3531,03/03/2021,69.0,357.0,A,A
3532,03/03/2021,387.0,1044.0,D,A
3533,03/03/2021,345.0,385.0,A,A
3534,03/03/2021,70.0,72.0,D,A
3535,05/03/2021,394.0,715.0,D,D
3536,06/03/2021,346.0,351.0,H,H
3537,06/03/2021,357.0,332.0,D,H
3538,06/03/2021,387.0,69.0,A,A
3539,06/03/2021,1076.0,342.0,H,H
3540,06/03/2021,384.0,59.0,A,A
3541,06/03/2021,68.0,389.0,H,H
3542,06/03/2021,1081.0,1044.0,A,D
3543,06/03/2021,355.0,345.0,H,H
3544,06/03/2021,72.0,343.0,H,H
3545,09/03/2021,59.0,72.0,D,D
3546,10/03/2021,357.0,342.0,D,D
3547,12/03/2021,59.0,402.0,A,A
3548,13/03/2021,389.0,72.0,A,A
3549,13/03/2021,332.0,387.0,A,A
3550,13/03/2021,1044.0,357.0,H,A
3551,13/03/2021,715.0,346.0,D,A
3552,13/03/2021,342.0,384.0,A,A
3553,13/03/2021,343.0,70.0,H,H
3554,13/03/2021,351.0,355.0,D,D
3555,13/03/2021,69.0,394.0,D,A
3556,14/03/2021,345.0,68.0,H,A
3557,16/03/2021,715.0,70.0,D,D
3558,16/03/2021,342.0,402.0,A,D
3559,16/03/2021,389.0,1076.0,H,H
3560,16/03/2021,343.0,1081.0,H,H
3561,16/03/2021,385.0,346.0,A,A
3562,16/03/2021,1044.0,72.0,H,H
3563,17/03/2021,351.0,68.0,A,A
3564,17/03/2021,69.0,384.0,A,H
3565,17/03/2021,332.0,355.0,D,H
3566,17/03/2021,59.0,387.0,D,D
3567,17/03/2021,345.0,394.0,H,D
3568,20/03/2021,402.0,351.0,H,D
3569,20/03/2021,357.0,345.0,A,A
3570,20/03/2021,387.0,385.0,A,A
3571,20/03/2021,384.0,343.0,H,H
3572,20/03/2021,68.0,59.0,D,D
3573,20/03/2021,1081.0,389.0,D,A
3574,20/03/2021,355.0,69.0,A,D
3575,20/03/2021,70.0,342.0,D,H
3576,20/03/2021,346.0,332.0,H,H
3577,20/03/2021,72.0,715.0,A,A
3578,02/04/2021,1044.0,343.0,H,H
3579,02/04/2021,387.0,70.0,A,A
3580,02/04/2021,715.0,351.0,A,A
3581,02/04/2021,342.0,389.0,H,H
3582,02/04/2021,384.0,385.0,D,H
3583,02/04/2021,1081.0,68.0,A,D
3584,02/04/2021,69.0,1076.0,H,H
3585,02/04/2021,346.0,345.0,H,H
3586,02/04/2021,357.0,355.0,A,D
3587,02/04/2021,332.0,72.0,D,H
3588,03/04/2021,394.0,402.0,H,D
3589,05/04/2021,343.0,346.0,A,D
3590,05/04/2021,59.0,1044.0,A,A
3591,05/04/2021,1076.0,387.0,H,H
3592,05/04/2021,389.0,357.0,A,A
3593,05/04/2021,351.0,69.0,H,H
3594,05/04/2021,355.0,342.0,H,H
3595,05/04/2021,70.0,384.0,D,A
3596,05/04/2021,72.0,1081.0,D,A
3597,05/04/2021,345.0,715.0,H,H
3598,06/04/2021,402.0,332.0,D,D
3599,06/04/2021,68.0,394.0,H,H
3600,09/04/2021,346.0,355.0,H,H
3601,10/04/2021,384.0,72.0,A,A
3602,10/04/2021,357.0,343.0,D,H
3603,10/04/2021,332.0,70.0,H,H
3604,10/04/2021,1044.0,1076.0,H,H
3605,10/04/2021,387.0,351.0,D,D
3606,10/04/2021,715.0,59.0,D,D
3607,10/04/2021,342.0,68.0,A,A
3608,10/04/2021,394.0,385.0,D,D
3609,10/04/2021,1081.0,402.0,A,A
3610,10/04/2021,69.0,345.0,D,H
3611,13/04/2021,394.0,1044.0,A,A
3612,13/04/2021,345.0,72.0,A,A
3613,13/04/2021,385.0,69.0,D,H
3614,15/04/2021,385.0,1076.0,D,A
3615,16/04/2021,59.0,342.0,D,H
3616,16/04/2021,355.0,715.0,D,D
3617,17/04/2021,402.0,384.0,D,D
3618,17/04/2021,389.0,346.0,D,H
3619,17/04/2021,343.0,69.0,A,A
3620,17/04/2021,351.0,394.0,A,A
3621,17/04/2021,345.0,387.0,H,D
3622,17/04/2021,70.0,1081.0,D,D
3623,17/04/2021,68.0,1044.0,H,A
3624,18/04/2021,385.0,332.0,D,A
3625,18/04/2021,1076.0,357.0,H,H
3626,20/04/2021,402.0,715.0,D,D
3627,20/04/2021,68.0,346.0,D,A
3628,20/04/2021,1081.0,342.0,H,H
3629,20/04/2021,345.0,59.0,H,H
3630,20/04/2021,72.0,69.0,D,A
3631,21/04/2021,384.0,1044.0,A,A
3632,21/04/2021,385.0,343.0,D,A
3633,21/04/2021,70.0,1076.0,A,A
3634,21/04/2021,332.0,351.0,D,D
3635,21/04/2021,394.0,357.0,D,A
3636,21/04/2021,389.0,355.0,D,D
3637,24/04/2021,1044.0,402.0,D,A
3638,24/04/2021,357.0,385.0,H,H
3639,24/04/2021,59.0,394.0,H,H
3640,24/04/2021,1076.0,1081.0,D,A
3641,24/04/2021,342.0,332.0,H,A
3642,24/04/2021,343.0,345.0,D,H
3643,24/04/2021,351.0,70.0,A,D
3644,24/04/2021,69.0,68.0,A,A
3645,24/04/2021,346.0,384.0,H,H
3646,25/04/2021,355.0,72.0,H,D
3647,25/04/2021,387.0,389.0,H,A
3648,27/04/2021,402.0,385.0,H,H
3649,01/05/2021,345.0,351.0,D,D
3650,01/05/2021,332.0,715.0,A,A
3651,01/05/2021,402.0,346.0,D,H
3652,01/05/2021,394.0,1076.0,D,D
3653,01/05/2021,389.0,343.0,D,D
3654,01/05/2021,384.0,387.0,H,H
3655,01/05/2021,68.0,355.0,D,H
3656,01/05/2021,1081.0,357.0,H,H
3657,01/05/2021,385.0,59.0,A,D
3658,01/05/2021,70.0,69.0,A,A
3659,01/05/2021,72.0,342.0,D,H
3660,04/05/2021,389.0,385.0,D,D
3661,08/05/2021,357.0,68.0,H,D
3662,08/05/2021,59.0,332.0,H,H
3663,08/05/2021,1044.0,70.0,A,A
3664,08/05/2021,387.0,402.0,D,A
3665,08/05/2021,715.0,385.0,A,D
3666,08/05/2021,1076.0,384.0,H,H
3667,08/05/2021,342.0,345.0,A,D
3668,08/05/2021,351.0,1081.0,H,A
3669,08/05/2021,69.0,389.0,D,H
3670,08/05/2021,355.0,394.0,H,D
3671,08/05/2021,346.0,72.0,D,H
3672,09/08/2019,64.0,68.0,H,H
3673,10/08/2019,563.0,65.0,A,A
3674,10/08/2019,1044.0,356.0,D,D
3675,10/08/2019,328.0,340.0,D,H
3676,10/08/2019,354.0,62.0,D,D
3677,10/08/2019,346.0,397.0,A,A
3678,10/08/2019,73.0,58.0,A,H
3679,11/08/2019,338.0,76.0,D,D
3680,11/08/2019,67.0,57.0,D,A
3681,11/08/2019,66.0,61.0,H,H
3682,17/08/2019,57.0,328.0,D,H
3683,17/08/2019,58.0,1044.0,A,A
3684,17/08/2019,397.0,563.0,D,D
3685,17/08/2019,62.0,346.0,H,H
3686,17/08/2019,68.0,67.0,H,H
3687,17/08/2019,340.0,64.0,A,A
3688,17/08/2019,65.0,73.0,H,D
3689,18/08/2019,356.0,354.0,D,H
3690,18/08/2019,61.0,338.0,H,D
3691,19/08/2019,76.0,66.0,A,D
3692,23/08/2019,58.0,62.0,H,H
3693,24/08/2019,68.0,61.0,D,A
3694,24/08/2019,397.0,340.0,D,A
3695,24/08/2019,66.0,354.0,A,A
3696,24/08/2019,356.0,338.0,A,A
3697,24/08/2019,346.0,563.0,D,A
3698,24/08/2019,64.0,57.0,H,H
3699,25/08/2019,1044.0,65.0,A,A
3700,25/08/2019,73.0,67.0,A,A
3701,25/08/2019,76.0,328.0,A,D
3702,31/08/2019,340.0,66.0,A,D
3703,31/08/2019,61.0,356.0,H,D
3704,31/08/2019,354.0,58.0,D,H
3705,31/08/2019,338.0,1044.0,H,H
3706,31/08/2019,65.0,397.0,H,H
3707,31/08/2019,67.0,346.0,D,D
3708,31/08/2019,563.0,68.0,H,H
3709,31/08/2019,328.0,64.0,A,A
3710,01/09/2019,62.0,76.0,H,H
3711,01/09/2019,57.0,73.0,A,D
3712,14/09/2019,64.0,67.0,H,H
3713,14/09/2019,397.0,328.0,D,D
3714,14/09/2019,66.0,338.0,H,H
3715,14/09/2019,356.0,340.0,D,A
3716,14/09/2019,73.0,354.0,H,H
3717,14/09/2019,76.0,61.0,A,A
3718,14/09/2019,68.0,65.0,H,H
3719,15/09/2019,1044.0,62.0,D,H
3720,15/09/2019,346.0,57.0,A,D
3721,16/09/2019,58.0,563.0,D,D
3722,20/09/2019,340.0,1044.0,A,A
3723,21/09/2019,338.0,73.0,A,H
3724,21/09/2019,328.0,68.0,H,H
3725,21/09/2019,62.0,356.0,A,A
3726,21/09/2019,65.0,346.0,H,H
3727,21/09/2019,67.0,397.0,D,D
3728,22/09/2019,354.0,76.0,D,D
3729,22/09/2019,563.0,66.0,H,H
3730,22/09/2019,57.0,58.0,A,H
3731,22/09/2019,61.0,64.0,A,A
3732,28/09/2019,356.0,64.0,D,A
3733,28/09/2019,58.0,328.0,H,D
3734,28/09/2019,1044.0,563.0,D,D
3735,28/09/2019,61.0,397.0,D,H
3736,28/09/2019,354.0,68.0,H,H
3737,28/09/2019,73.0,340.0,H,H
3738,28/09/2019,76.0,346.0,H,H
3739,28/09/2019,62.0,65.0,D,A
3740,29/09/2019,338.0,67.0,H,H
3741,30/09/2019,66.0,57.0,H,D
3742,05/10/2019,397.0,73.0,H,H
3743,05/10/2019,328.0,62.0,D,H
3744,05/10/2019,64.0,338.0,H,H
3745,05/10/2019,68.0,58.0,A,A
3746,05/10/2019,346.0,356.0,D,D
3747,05/10/2019,563.0,354.0,D,A
3748,06/10/2019,57.0,1044.0,H,H
3749,06/10/2019,65.0,76.0,D,A
3750,06/10/2019,340.0,61.0,A,A
3751,06/10/2019,67.0,66.0,D,H
3752,19/10/2019,62.0,563.0,H,H
3753,19/10/2019,58.0,397.0,D,H
3754,19/10/2019,1044.0,68.0,D,D
3755,19/10/2019,61.0,67.0,D,H
3756,19/10/2019,338.0,328.0,D,H
3757,19/10/2019,73.0,346.0,A,D
3758,19/10/2019,76.0,340.0,D,D
3759,19/10/2019,354.0,65.0,A,A
3760,20/10/2019,66.0,64.0,H,D
3761,21/10/2019,356.0,57.0,H,H
3762,25/10/2019,340.0,338.0,A,A
3763,26/10/2019,65.0,58.0,D,H
3764,26/10/2019,397.0,62.0,D,H
3765,26/10/2019,346.0,1044.0,D,D
3766,26/10/2019,563.0,356.0,H,D
3767,26/10/2019,328.0,61.0,A,A
3768,27/10/2019,67.0,76.0,H,D
3769,27/10/2019,57.0,354.0,H,D
3770,27/10/2019,64.0,73.0,A,H
3771,27/10/2019,68.0,66.0,A,A
3772,02/11/2019,1044.0,66.0,H,H
3773,02/11/2019,57.0,76.0,H,D
3774,02/11/2019,58.0,64.0,H,A
3775,02/11/2019,397.0,68.0,D,H
3776,02/11/2019,65.0,340.0,A,H
3777,02/11/2019,356.0,328.0,H,H
3778,02/11/2019,563.0,67.0,A,A
3779,02/11/2019,346.0,61.0,A,A
3780,03/11/2019,354.0,338.0,D,A
3781,03/11/2019,62.0,73.0,D,D
3782,08/11/2019,68.0,346.0,A,A
3783,09/11/2019,61.0,354.0,D,H
3784,09/11/2019,328.0,563.0,H,H
3785,09/11/2019,67.0,1044.0,D,H
3786,09/11/2019,340.0,62.0,A,A
3787,09/11/2019,73.0,356.0,D,D
3788,09/11/2019,338.0,57.0,D,H
3789,10/11/2019,66.0,397.0,H,H
3790,10/11/2019,76.0,58.0,H,H
3791,10/11/2019,64.0,65.0,H,H
3792,23/11/2019,563.0,73.0,A,A
3793,23/11/2019,57.0,340.0,D,D
3794,23/11/2019,1044.0,76.0,A,A
3795,23/11/2019,397.0,338.0,D,A
3796,23/11/2019,354.0,64.0,D,A
3797,23/11/2019,62.0,68.0,D,A
3798,23/11/2019,346.0,328.0,D,A
3799,23/11/2019,65.0,61.0,H,H
3800,24/11/2019,356.0,66.0,H,D
3801,25/11/2019,58.0,67.0,H,H
3802,30/11/2019,67.0,65.0,D,D
3803,30/11/2019,328.0,354.0,A,A
3804,30/11/2019,61.0,563.0,D,A
3805,30/11/2019,64.0,397.0,H,H
3806,30/11/2019,73.0,1044.0,H,H
3807,30/11/2019,340.0,346.0,A,H
3808,01/12/2019,68.0,57.0,H,D
3809,01/12/2019,76.0,356.0,A,D
3810,01/12/2019,338.0,62.0,A,H
3811,01/12/2019,66.0,58.0,D,D
3812,03/12/2019,354.0,1044.0,D,H
3813,03/12/2019,328.0,65.0,A,A
3814,04/12/2019,61.0,58.0,D,H
3815,04/12/2019,338.0,346.0,D,H
3816,04/12/2019,66.0,73.0,D,H
3817,04/12/2019,340.0,68.0,H,H
3818,04/12/2019,76.0,563.0,H,H
3819,04/12/2019,64.0,62.0,H,H
3820,05/12/2019,356.0,67.0,A,A
3821,05/12/2019,57.0,397.0,A,A
3822,07/12/2019,62.0,61.0,H,H
3823,07/12/2019,1044.0,64.0,A,A
3824,07/12/2019,73.0,328.0,H,H
3825,07/12/2019,346.0,354.0,D,D
3826,07/12/2019,65.0,66.0,A,A
3827,08/12/2019,58.0,338.0,A,A
3828,08/12/2019,67.0,340.0,D,H
3829,08/12/2019,68.0,356.0,H,A
3830,08/12/2019,397.0,76.0,D,D
3831,09/12/2019,563.0,57.0,H,A
3832,14/12/2019,64.0,346.0,H,H
3833,14/12/2019,328.0,67.0,D,H
3834,14/12/2019,61.0,1044.0,D,A
3835,14/12/2019,338.0,68.0,D,D
3836,14/12/2019,356.0,58.0,D,H
3837,14/12/2019,340.0,563.0,A,A
3838,15/12/2019,66.0,62.0,A,D
3839,15/12/2019,76.0,73.0,A,A
3840,15/12/2019,57.0,65.0,A,A
3841,16/12/2019,354.0,397.0,D,D
3842,21/12/2019,62.0,57.0,D,D
3843,21/12/2019,58.0,340.0,A,A
3844,21/12/2019,1044.0,328.0,D,A
3845,21/12/2019,397.0,356.0,A,A
3846,21/12/2019,67.0,354.0,D,H
3847,21/12/2019,68.0,76.0,H,A
3848,21/12/2019,65.0,338.0,H,H
3849,22/12/2019,346.0,66.0,D,H
3850,22/12/2019,73.0,61.0,A,A
3851,26/12/2019,73.0,397.0,A,H
3852,26/12/2019,58.0,68.0,D,H
3853,26/12/2019,1044.0,57.0,H,D
3854,26/12/2019,61.0,340.0,A,A
3855,26/12/2019,354.0,563.0,D,H
3856,26/12/2019,62.0,328.0,D,H
3857,26/12/2019,356.0,346.0,D,D
3858,26/12/2019,66.0,67.0,H,H
3859,26/12/2019,338.0,64.0,A,A
3860,27/12/2019,76.0,65.0,A,H
3861,28/12/2019,397.0,1044.0,H,H
3862,28/12/2019,67.0,62.0,A,A
3863,28/12/2019,340.0,354.0,D,D
3864,28/12/2019,346.0,58.0,H,H
3865,28/12/2019,68.0,73.0,H,D
3866,28/12/2019,563.0,338.0,D,A
3867,28/12/2019,328.0,66.0,A,A
3868,29/12/2019,57.0,61.0,H,A
3869,29/12/2019,64.0,76.0,H,H
3870,29/12/2019,65.0,356.0,D,H
3871,01/01/2020,397.0,61.0,A,D
3872,01/01/2020,328.0,58.0,A,A
3873,01/01/2020,67.0,338.0,A,A
3874,01/01/2020,340.0,73.0,H,H
3875,01/01/2020,346.0,76.0,H,H
3876,01/01/2020,65.0,62.0,D,H
3877,01/01/2020,68.0,354.0,H,D
3878,01/01/2020,563.0,1044.0,H,H
3879,01/01/2020,57.0,66.0,H,H
3880,02/01/2020,64.0,356.0,H,H
3881,10/01/2020,356.0,563.0,D,H
3882,11/01/2020,354.0,57.0,A,D
3883,11/01/2020,61.0,328.0,H,H
