,id,day,month,year,weekday,hour,minute,matchday,status,leagueId,leagueType,homeId,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt,h2hHomeWins,h2hHomeLosses,h2hAwayWins,h2hAwayLosses,h2hDraws,h2hAvgGoals,h2hMatches
49,325091,26,6,2021,6,16,0,4.0,FINISHED,2018,CUP,833,782,0.0,1.0,0.0,4.0,0.0,-1.0,1.0,0.0,0.0,4.0,1.0
50,325479,15,5,2022,7,12,30,34.0,FINISHED,2003,LEAGUE,672,676,1.0,0.0,3.0,0.0,1.0,-3.0,3.0,-1.0,1.0,22.0,5.0
51,325480,15,5,2022,7,12,30,34.0,FINISHED,2003,LEAGUE,679,678,0.0,1.0,2.0,2.0,0.0,-3.0,3.0,0.0,2.0,21.0,5.0
52,325481,15,5,2022,7,12,30,34.0,FINISHED,2003,LEAGUE,684,674,1.0,1.0,1.0,2.0,0.0,-5.0,5.0,0.0,0.0,25.0,5.0
53,325482,15,5,2022,7,12,30,34.0,FINISHED,2003,LEAGUE,1915,1920,0.0,1.0,0.0,1.0,2.0,0.0,0.0,-2.0,3.0,16.0,5.0
54,325483,15,5,2022,7,12,30,34.0,FINISHED,2003,LEAGUE,673,718,1.0,0.0,3.0,1.0,2.0,-2.0,2.0,-2.0,1.0,15.0,5.0
55,325484,15,5,2022,7,12,30,34.0,FINISHED,2003,LEAGUE,671,6806,0.0,1.0,1.0,3.0,1.0,-2.0,2.0,-1.0,2.0,12.0,5.0
56,325485,15,5,2022,7,12,30,34.0,FINISHED,2003,LEAGUE,677,1909,0.0,1.0,2.0,3.0,2.0,-3.0,3.0,-2.0,0.0,13.0,5.0
57,325486,15,5,2022,7,12,30,34.0,FINISHED,2003,LEAGUE,675,666,0.0,2.0,1.0,2.0,1.0,-2.0,2.0,-1.0,2.0,10.0,5.0
58,325487,15,5,2022,7,12,30,34.0,FINISHED,2003,LEAGUE,682,683,1.0,1.0,1.0,3.0,3.0,-2.0,2.0,-3.0,0.0,20.0,5.0
59,325488,11,5,2022,3,18,0,33.0,FINISHED,2003,LEAGUE,676,682,1.0,2.0,2.0,2.0,1.0,-1.0,1.0,-1.0,3.0,22.0,5.0
60,325489,11,5,2022,3,18,0,33.0,FINISHED,2003,LEAGUE,666,677,1.0,0.0,3.0,0.0,2.0,0.0,0.0,-2.0,3.0,14.0,5.0
61,325490,11,5,2022,3,18,0,33.0,FINISHED,2003,LEAGUE,6806,684,2.0,0.0,2.0,0.0,3.0,-1.0,1.0,-3.0,1.0,14.0,5.0
62,325491,11,5,2022,3,18,0,33.0,FINISHED,2003,LEAGUE,683,671,1.0,0.0,2.0,0.0,3.0,-2.0,2.0,-3.0,0.0,14.0,5.0
63,325492,11,5,2022,3,18,0,33.0,FINISHED,2003,LEAGUE,674,1915,2.0,0.0,3.0,2.0,4.0,-1.0,1.0,-4.0,0.0,22.0,5.0
64,325494,11,5,2022,3,18,0,33.0,FINISHED,2003,LEAGUE,1920,679,1.0,1.0,1.0,2.0,3.0,-2.0,2.0,-3.0,0.0,17.0,5.0
65,325495,11,5,2022,3,18,0,33.0,FINISHED,2003,LEAGUE,1909,672,1.0,0.0,1.0,1.0,2.0,0.0,0.0,-2.0,3.0,11.0,5.0
66,325496,11,5,2022,3,18,0,33.0,FINISHED,2003,LEAGUE,678,673,3.0,0.0,5.0,0.0,4.0,-1.0,1.0,-4.0,0.0,26.0,5.0
67,325497,7,5,2022,6,18,0,32.0,FINISHED,2003,LEAGUE,672,671,2.0,0.0,2.0,0.0,1.0,-3.0,3.0,-1.0,1.0,16.0,5.0
68,325499,6,5,2022,5,18,0,32.0,FINISHED,2003,LEAGUE,1909,683,0.0,0.0,1.0,1.0,3.0,-1.0,1.0,-3.0,1.0,17.0,5.0
69,325500,7,5,2022,6,18,0,32.0,FINISHED,2003,LEAGUE,684,676,0.0,1.0,1.0,1.0,1.0,-2.0,2.0,-1.0,2.0,21.0,5.0
70,325501,8,5,2022,7,10,15,32.0,FINISHED,2003,LEAGUE,1915,718,0.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,3.0,16.0,5.0
71,325502,8,5,2022,7,14,45,32.0,FINISHED,2003,LEAGUE,675,674,0.0,2.0,2.0,2.0,1.0,-2.0,2.0,-1.0,2.0,19.0,5.0
72,325503,7,5,2022,6,16,45,32.0,FINISHED,2003,LEAGUE,666,1920,1.0,2.0,1.0,2.0,4.0,-1.0,1.0,-4.0,0.0,14.0,5.0
73,325504,7,5,2022,6,19,0,32.0,FINISHED,2003,LEAGUE,677,6806,0.0,1.0,1.0,2.0,0.0,-4.0,4.0,0.0,1.0,16.0,5.0
74,325505,8,5,2022,7,12,30,32.0,FINISHED,2003,LEAGUE,682,678,0.0,1.0,2.0,2.0,3.0,0.0,0.0,-3.0,2.0,12.0,5.0
75,325506,30,4,2022,6,19,0,31.0,FINISHED,2003,LEAGUE,6806,682,0.0,0.0,1.0,1.0,1.0,-2.0,2.0,-1.0,2.0,12.0,5.0
76,325507,1,5,2022,7,10,15,31.0,FINISHED,2003,LEAGUE,673,1909,2.0,1.0,3.0,3.0,4.0,0.0,0.0,-4.0,1.0,16.0,5.0
77,325508,1,5,2022,7,18,0,31.0,FINISHED,2003,LEAGUE,683,677,3.0,0.0,3.0,1.0,4.0,0.0,0.0,-4.0,1.0,18.0,5.0
78,325509,1,5,2022,7,12,30,31.0,FINISHED,2003,LEAGUE,674,672,3.0,1.0,4.0,2.0,4.0,-1.0,1.0,-4.0,0.0,17.0,5.0
79,325510,30,4,2022,6,18,0,31.0,FINISHED,2003,LEAGUE,671,666,1.0,1.0,1.0,1.0,0.0,-2.0,2.0,0.0,3.0,10.0,5.0
80,325511,1,5,2022,7,12,30,31.0,FINISHED,2003,LEAGUE,718,679,1.0,1.0,1.0,2.0,2.0,-2.0,2.0,-2.0,1.0,17.0,5.0
81,325512,1,5,2022,7,14,45,31.0,FINISHED,2003,LEAGUE,1920,675,0.0,2.0,1.0,3.0,0.0,-3.0,3.0,0.0,2.0,13.0,5.0
82,325513,29,4,2022,5,18,0,31.0,FINISHED,2003,LEAGUE,676,1915,0.0,0.0,1.0,0.0,2.0,-1.0,1.0,-2.0,2.0,9.0,5.0
83,325514,30,4,2022,6,16,45,31.0,FINISHED,2003,LEAGUE,678,684,1.0,0.0,3.0,0.0,4.0,0.0,0.0,-4.0,1.0,15.0,5.0
84,325515,24,4,2022,7,10,15,30.0,FINISHED,2003,LEAGUE,672,679,1.0,0.0,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,10.0,5.0
85,325516,23,4,2022,6,19,0,30.0,FINISHED,2003,LEAGUE,1909,674,1.0,1.0,1.0,2.0,1.0,-4.0,4.0,-1.0,0.0,26.0,5.0
86,325517,23,4,2022,6,18,0,30.0,FINISHED,2003,LEAGUE,683,684,0.0,1.0,0.0,2.0,1.0,-1.0,1.0,-1.0,3.0,9.0,5.0
87,325518,23,4,2022,6,14,30,30.0,FINISHED,2003,LEAGUE,1915,678,0.0,0.0,0.0,1.0,0.0,-3.0,3.0,0.0,2.0,11.0,5.0
88,325519,24,4,2022,7,14,45,30.0,FINISHED,2003,LEAGUE,1920,718,1.0,0.0,1.0,0.0,1.0,-3.0,3.0,-1.0,1.0,8.0,5.0
89,325520,24,4,2022,7,12,30,30.0,FINISHED,2003,LEAGUE,675,676,0.0,0.0,2.0,1.0,4.0,0.0,0.0,-4.0,1.0,21.0,5.0
90,325522,24,4,2022,7,12,30,30.0,FINISHED,2003,LEAGUE,677,671,0.0,1.0,0.0,1.0,0.0,-5.0,5.0,0.0,0.0,12.0,5.0
91,325523,23,4,2022,6,16,45,30.0,FINISHED,2003,LEAGUE,682,673,1.0,1.0,2.0,1.0,3.0,0.0,0.0,-3.0,2.0,14.0,5.0
92,325524,10,4,2022,7,12,30,29.0,FINISHED,2003,LEAGUE,679,1909,1.0,0.0,1.0,0.0,4.0,-1.0,1.0,-4.0,0.0,17.0,5.0
93,325525,10,4,2022,7,10,15,29.0,FINISHED,2003,LEAGUE,673,677,1.0,1.0,3.0,1.0,4.0,0.0,0.0,-4.0,1.0,14.0,5.0
94,325526,10,4,2022,7,12,30,29.0,FINISHED,2003,LEAGUE,674,683,1.0,0.0,2.0,0.0,5.0,0.0,0.0,-5.0,0.0,13.0,5.0
95,325527,10,4,2022,7,18,0,29.0,FINISHED,2003,LEAGUE,684,682,0.0,0.0,2.0,1.0,1.0,-2.0,2.0,-1.0,2.0,17.0,5.0
96,325528,9,4,2022,6,19,0,29.0,FINISHED,2003,LEAGUE,1915,666,0.0,0.0,0.0,2.0,1.0,-3.0,3.0,-1.0,1.0,14.0,5.0
97,325529,10,4,2022,7,14,45,29.0,FINISHED,2003,LEAGUE,671,675,1.0,3.0,1.0,4.0,0.0,-4.0,4.0,0.0,1.0,17.0,5.0
98,325530,8,4,2022,5,18,0,29.0,FINISHED,2003,LEAGUE,718,672,2.0,0.0,4.0,0.0,2.0,-3.0,3.0,-2.0,0.0,9.0,5.0
99,325531,9,4,2022,6,16,45,29.0,FINISHED,2003,LEAGUE,676,1920,1.0,0.0,1.0,1.0,2.0,-1.0,1.0,-2.0,2.0,16.0,5.0
100,325532,9,4,2022,6,18,0,29.0,FINISHED,2003,LEAGUE,678,6806,0.0,1.0,2.0,1.0,4.0,0.0,0.0,-4.0,1.0,15.0,5.0
101,325533,3,4,2022,7,12,30,28.0,FINISHED,2003,LEAGUE,6806,673,0.0,0.0,1.0,1.0,2.0,0.0,0.0,-2.0,3.0,10.0,5.0
102,325534,3,4,2022,7,14,45,28.0,FINISHED,2003,LEAGUE,1909,1915,1.0,1.0,1.0,2.0,0.0,-4.0,4.0,0.0,1.0,10.0,5.0
103,325535,2,4,2022,6,18,0,28.0,FINISHED,2003,LEAGUE,683,676,0.0,1.0,1.0,1.0,0.0,-2.0,2.0,0.0,3.0,17.0,5.0
104,325536,3,4,2022,7,10,15,28.0,FINISHED,2003,LEAGUE,684,718,0.0,0.0,0.0,1.0,1.0,-2.0,2.0,-1.0,2.0,10.0,5.0
105,325537,3,4,2022,7,12,30,28.0,FINISHED,2003,LEAGUE,1920,671,0.0,0.0,0.0,2.0,2.0,-3.0,3.0,-2.0,0.0,15.0,5.0
106,325538,2,4,2022,6,19,0,28.0,FINISHED,2003,LEAGUE,675,672,0.0,0.0,2.0,0.0,5.0,0.0,0.0,-5.0,0.0,18.0,5.0
107,325539,2,4,2022,6,16,45,28.0,FINISHED,2003,LEAGUE,666,674,3.0,1.0,3.0,3.0,1.0,-4.0,4.0,-1.0,0.0,15.0,5.0
108,325540,2,4,2022,6,14,30,28.0,FINISHED,2003,LEAGUE,677,678,1.0,2.0,1.0,3.0,0.0,-5.0,5.0,0.0,0.0,23.0,5.0
109,325541,2,4,2022,6,18,0,28.0,FINISHED,2003,LEAGUE,682,679,1.0,0.0,3.0,1.0,4.0,0.0,0.0,-4.0,1.0,11.0,5.0
110,325542,20,3,2022,7,19,0,27.0,FINISHED,2003,LEAGUE,672,682,2.0,1.0,2.0,2.0,1.0,-3.0,3.0,-1.0,1.0,22.0,5.0
111,325543,20,3,2022,7,15,45,27.0,FINISHED,2003,LEAGUE,679,683,1.0,1.0,1.0,2.0,0.0,-4.0,4.0,0.0,1.0,14.0,5.0
112,325544,18,3,2022,5,19,0,27.0,FINISHED,2003,LEAGUE,673,671,0.0,0.0,2.0,0.0,4.0,-1.0,1.0,-4.0,0.0,9.0,5.0
113,325545,20,3,2022,7,15,45,27.0,FINISHED,2003,LEAGUE,674,1920,3.0,0.0,5.0,0.0,3.0,0.0,0.0,-3.0,2.0,18.0,5.0
114,325546,19,3,2022,6,20,0,27.0,FINISHED,2003,LEAGUE,1915,6806,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,3.0,8.0,5.0
115,325547,19,3,2022,6,17,45,27.0,FINISHED,2003,LEAGUE,718,1909,2.0,0.0,3.0,0.0,1.0,-2.0,2.0,-1.0,2.0,15.0,5.0
116,325548,20,3,2022,7,11,15,27.0,FINISHED,2003,LEAGUE,676,677,0.0,2.0,1.0,3.0,2.0,-1.0,1.0,-2.0,2.0,14.0,5.0
117,325549,19,3,2022,6,19,0,27.0,FINISHED,2003,LEAGUE,666,684,1.0,0.0,1.0,0.0,4.0,-1.0,1.0,-4.0,0.0,16.0,5.0
118,325550,20,3,2022,7,13,35,27.0,FINISHED,2003,LEAGUE,678,675,1.0,2.0,3.0,2.0,1.0,-3.0,3.0,-1.0,1.0,20.0,5.0
119,325551,12,3,2022,6,15,30,26.0,FINISHED,2003,LEAGUE,6806,718,0.0,0.0,1.0,0.0,3.0,-1.0,1.0,-3.0,1.0,7.0,5.0
120,325552,11,3,2022,5,19,0,26.0,FINISHED,2003,LEAGUE,1909,678,0.0,2.0,2.0,3.0,0.0,-5.0,5.0,0.0,0.0,24.0,5.0
121,325553,12,3,2022,6,20,0,26.0,FINISHED,2003,LEAGUE,683,673,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,3.0,11.0,5.0
122,325554,13,3,2022,7,15,45,26.0,FINISHED,2003,LEAGUE,684,675,1.0,0.0,1.0,2.0,0.0,-5.0,5.0,0.0,0.0,18.0,5.0
123,325555,13,3,2022,7,13,30,26.0,FINISHED,2003,LEAGUE,671,679,0.0,0.0,0.0,0.0,1.0,-3.0,3.0,-1.0,1.0,12.0,5.0
124,325556,13,3,2022,7,11,15,26.0,FINISHED,2003,LEAGUE,1920,672,0.0,0.0,1.0,0.0,2.0,-1.0,1.0,-2.0,2.0,11.0,5.0
125,325557,13,3,2022,7,13,30,26.0,FINISHED,2003,LEAGUE,676,674,0.0,0.0,0.0,1.0,0.0,-3.0,3.0,0.0,2.0,16.0,5.0
126,325558,12,3,2022,6,17,45,26.0,FINISHED,2003,LEAGUE,677,1915,2.0,3.0,4.0,3.0,1.0,-3.0,3.0,-1.0,1.0,16.0,5.0
127,325559,13,3,2022,7,19,0,26.0,FINISHED,2003,LEAGUE,682,666,0.0,0.0,0.0,1.0,1.0,-3.0,3.0,-1.0,1.0,12.0,5.0
128,325560,5,3,2022,6,15,30,25.0,FINISHED,2003,LEAGUE,672,673,0.0,0.0,0.0,0.0,1.0,-3.0,3.0,-1.0,1.0,13.0,5.0
129,325561,19,4,2022,2,16,45,25.0,FINISHED,2003,LEAGUE,679,6806,0.0,1.0,0.0,1.0,0.0,-5.0,5.0,0.0,0.0,15.0,5.0
130,325562,6,3,2022,7,11,15,25.0,FINISHED,2003,LEAGUE,674,671,1.0,0.0,3.0,1.0,5.0,0.0,0.0,-5.0,0.0,17.0,5.0
131,325563,6,3,2022,7,15,45,25.0,FINISHED,2003,LEAGUE,1915,682,1.0,1.0,1.0,3.0,1.0,-3.0,3.0,-1.0,1.0,15.0,5.0
132,325564,5,3,2022,6,17,45,25.0,FINISHED,2003,LEAGUE,718,676,1.0,0.0,1.0,1.0,1.0,-2.0,2.0,-1.0,2.0,14.0,5.0
133,325565,6,3,2022,7,19,0,25.0,FINISHED,2003,LEAGUE,1920,684,0.0,0.0,0.0,1.0,3.0,-2.0,2.0,-3.0,0.0,10.0,5.0
134,325566,5,3,2022,6,20,0,25.0,FINISHED,2003,LEAGUE,675,677,0.0,1.0,1.0,1.0,3.0,0.0,0.0,-3.0,2.0,11.0,5.0
135,325567,6,3,2022,7,13,30,25.0,FINISHED,2003,LEAGUE,666,1909,0.0,0.0,1.0,0.0,3.0,-1.0,1.0,-3.0,1.0,12.0,5.0
136,325568,6,3,2022,7,15,45,25.0,FINISHED,2003,LEAGUE,678,683,2.0,0.0,3.0,2.0,5.0,0.0,0.0,-5.0,0.0,24.0,5.0
137,325569,27,2,2022,7,11,15,24.0,FINISHED,2003,LEAGUE,679,1915,0.0,0.0,4.0,1.0,3.0,-1.0,1.0,-3.0,1.0,16.0,5.0
138,325570,27,2,2022,7,13,35,24.0,FINISHED,2003,LEAGUE,6806,674,1.0,0.0,1.0,2.0,0.0,-4.0,4.0,0.0,1.0,14.0,5.0
139,325571,27,2,2022,7,19,0,24.0,FINISHED,2003,LEAGUE,673,676,0.0,0.0,1.0,2.0,1.0,-4.0,4.0,-1.0,0.0,14.0,5.0
140,325572,26,2,2022,6,20,0,24.0,FINISHED,2003,LEAGUE,1909,1920,1.0,1.0,2.0,1.0,2.0,-3.0,3.0,-2.0,0.0,15.0,5.0
141,325573,25,2,2022,5,19,0,24.0,FINISHED,2003,LEAGUE,683,666,0.0,1.0,1.0,2.0,1.0,-4.0,4.0,-1.0,0.0,15.0,5.0
142,325574,26,2,2022,6,15,30,24.0,FINISHED,2003,LEAGUE,671,684,1.0,0.0,2.0,0.0,2.0,-3.0,3.0,-2.0,0.0,17.0,5.0
143,325575,27,2,2022,7,15,45,24.0,FINISHED,2003,LEAGUE,718,678,2.0,0.0,2.0,1.0,1.0,-1.0,1.0,-1.0,3.0,12.0,5.0
144,325576,26,2,2022,6,17,45,24.0,FINISHED,2003,LEAGUE,677,672,1.0,0.0,1.0,0.0,2.0,-1.0,1.0,-2.0,2.0,10.0,5.0
145,325577,27,2,2022,7,11,15,24.0,FINISHED,2003,LEAGUE,682,675,2.0,0.0,2.0,1.0,0.0,-5.0,5.0,0.0,0.0,11.0,5.0
146,325578,19,2,2022,6,17,45,23.0,FINISHED,2003,LEAGUE,672,678,0.0,0.0,0.0,1.0,1.0,-3.0,3.0,-1.0,1.0,14.0,5.0
147,325579,20,2,2022,7,15,45,23.0,FINISHED,2003,LEAGUE,674,673,1.0,1.0,3.0,1.0,4.0,0.0,0.0,-4.0,1.0,21.0,5.0
148,325580,20,2,2022,7,11,20,23.0,FINISHED,2003,LEAGUE,684,677,0.0,1.0,1.0,1.0,2.0,-1.0,1.0,-2.0,2.0,7.0,5.0
149,325581,19,2,2022,6,15,30,23.0,FINISHED,2003,LEAGUE,1915,683,0.0,1.0,1.0,1.0,3.0,-1.0,1.0,-3.0,1.0,18.0,5.0
150,325582,16,4,2022,6,16,45,23.0,FINISHED,2003,LEAGUE,1920,6806,2.0,0.0,3.0,0.0,1.0,-3.0,3.0,-1.0,1.0,13.0,5.0
151,325583,20,2,2022,7,13,30,23.0,FINISHED,2003,LEAGUE,675,1909,2.0,1.0,3.0,1.0,5.0,0.0,0.0,-5.0,0.0,16.0,5.0
152,325584,20,2,2022,7,15,45,23.0,FINISHED,2003,LEAGUE,676,679,1.0,0.0,1.0,1.0,2.0,-1.0,1.0,-2.0,2.0,6.0,5.0
153,325585,20,2,2022,7,13,30,23.0,FINISHED,2003,LEAGUE,666,718,0.0,1.0,2.0,2.0,2.0,-1.0,1.0,-2.0,2.0,15.0,5.0
154,325586,19,2,2022,6,20,0,23.0,FINISHED,2003,LEAGUE,682,671,1.0,1.0,2.0,1.0,2.0,-2.0,2.0,-2.0,1.0,20.0,5.0
155,325587,12,2,2022,6,19,0,22.0,FINISHED,2003,LEAGUE,679,674,0.0,3.0,0.0,5.0,0.0,-4.0,4.0,0.0,1.0,18.0,5.0
156,325588,13,2,2022,7,11,15,22.0,FINISHED,2003,LEAGUE,6806,672,0.0,0.0,1.0,0.0,3.0,-2.0,2.0,-3.0,0.0,13.0,5.0
