,id,day,month,year,weekday,hour,minute,matchday,status,leagueName,leagueId,leagueType,stage,homeName,homeId,awayName,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt,h2hHomeWins,h2hHomeLosses,h2hAwayWins,h2hAwayLosses,h2hDraws,h2hAvgGoals,h2hMatches
26,325598,6,2,2022,7,13,30,21.0,FINISHED,Eredivisie,2003,LEAGUE,REGULAR_SEASON,Groningen,677,Go Ahead,718,1.0,0.0,2.0,1.0,4.0,0.0,4.0,-4.0,1.0,12.0,5.0
27,325597,6,2,2022,7,13,30,21.0,FINISHED,Eredivisie,2003,LEAGUE,REGULAR_SEASON,Willem II,672,RKC,683,3.0,0.0,3.0,1.0,3.0,-1.0,3.0,-3.0,1.0,13.0,5.0
28,333546,6,2,2022,7,14,0,24.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Sampdoria,584,Sassuolo,471,2.0,0.0,4.0,0.0,2.0,-1.0,2.0,-2.0,2.0,12.0,5.0
29,330334,6,2,2022,7,14,0,23.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Nice,522,Clermont Foot,541,0.0,0.0,0.0,1.0,1.0,-3.0,1.0,-1.0,1.0,6.0,5.0
30,330330,6,2,2022,7,14,0,23.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Strasbourg,576,Nantes,543,0.0,0.0,1.0,0.0,3.0,-1.0,3.0,-3.0,1.0,12.0,5.0
31,333544,6,2,2022,7,14,0,24.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Venezia FC,454,Napoli,113,0.0,0.0,0.0,2.0,0.0,-4.0,0.0,0.0,1.0,9.0,5.0
32,333552,6,2,2022,7,14,0,24.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Bologna,103,Empoli,445,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,1.0,9.0,5.0
33,330329,6,2,2022,7,14,0,23.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Troyes,531,FC Metz,545,0.0,0.0,0.0,0.0,2.0,-1.0,2.0,-2.0,2.0,6.0,5.0
34,330333,6,2,2022,7,14,0,23.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Stade de Reims,547,Bordeaux,526,1.0,0.0,5.0,0.0,2.0,-2.0,2.0,-2.0,1.0,19.0,5.0
35,329518,6,2,2022,7,14,30,21.0,FINISHED,Bundesliga,2002,LEAGUE,REGULAR_SEASON,Dortmund,4,Leverkusen,3,1.0,3.0,2.0,5.0,2.0,-1.0,2.0,-2.0,2.0,14.0,5.0
36,325596,6,2,2022,7,15,45,21.0,FINISHED,Eredivisie,2003,LEAGUE,REGULAR_SEASON,Ajax,678,Heracles,671,1.0,0.0,3.0,0.0,4.0,0.0,4.0,-4.0,1.0,16.0,5.0
37,330332,6,2,2022,7,16,0,23.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Stade Rennais,529,Brest,512,1.0,0.0,2.0,0.0,3.0,-1.0,3.0,-3.0,1.0,18.0,5.0
38,329519,6,2,2022,7,16,30,21.0,FINISHED,Bundesliga,2002,LEAGUE,REGULAR_SEASON,Wolfsburg,11,Greuther Fürth,21,1.0,1.0,4.0,1.0,4.0,0.0,4.0,-4.0,1.0,14.0,5.0
39,333545,6,2,2022,7,17,0,24.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Udinese,115,Torino,586,0.0,0.0,2.0,0.0,1.0,-3.0,1.0,-1.0,1.0,10.0,5.0
40,333549,6,2,2022,7,19,45,24.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Juventus,109,Verona,450,1.0,0.0,2.0,0.0,4.0,0.0,4.0,-4.0,1.0,9.0,5.0
41,330338,6,2,2022,7,19,45,23.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Lille,521,PSG,524,1.0,3.0,1.0,5.0,0.0,-4.0,0.0,0.0,1.0,27.0,5.0
42,333547,7,2,2022,1,19,45,24.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Salernitana,455,Spezia Calcio,488,2.0,2.0,2.0,2.0,1.0,-2.0,1.0,-1.0,2.0,13.0,5.0
43,327126,8,2,2022,2,19,45,24.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Everton,62,1.0,1.0,3.0,1.0,2.0,-2.0,2.0,-2.0,1.0,12.0,5.0
44,327871,8,2,2022,2,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Derby County,342,Hull City,322,2.0,0.0,3.0,1.0,4.0,-1.0,4.0,-4.0,0.0,10.0,5.0
45,327869,8,2,2022,2,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Luton Town,389,Barnsley,357,1.0,1.0,2.0,1.0,3.0,-1.0,3.0,-3.0,1.0,10.0,5.0
46,327867,8,2,2022,2,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Stoke,70,Swansea,72,0.0,0.0,3.0,0.0,2.0,-1.0,2.0,-2.0,2.0,14.0,5.0
47,327870,8,2,2022,2,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Fulham,63,Millwall,384,1.0,0.0,3.0,0.0,4.0,0.0,4.0,-4.0,1.0,16.0,5.0
48,327872,8,2,2022,2,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Coventry City,1076,Blackpool,336,1.0,1.0,1.0,1.0,3.0,-1.0,3.0,-3.0,1.0,16.0,5.0
49,327128,8,2,2022,2,19,45,24.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Watford,346,0.0,0.0,1.0,0.0,5.0,0.0,5.0,-5.0,0.0,19.0,5.0
50,327130,8,2,2022,2,20,0,24.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Man United,66,0.0,1.0,1.0,1.0,0.0,-3.0,0.0,0.0,2.0,11.0,5.0
51,339896,9,2,2022,3,0,30,1.0,FINISHED,Copa Libertadores,2152,CUP,QUALIFICATION_ROUND_1,Torque,5186,Barcelona SC,4520,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,17.0,2.0
52,327863,9,2,2022,3,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Huddersfield,394,0.0,0.0,0.0,0.0,4.0,-1.0,4.0,-4.0,0.0,17.0,5.0
53,327865,9,2,2022,3,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Birmingham,332,2.0,0.0,3.0,1.0,5.0,0.0,5.0,-5.0,0.0,18.0,5.0
54,327861,9,2,2022,3,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,West Brom,74,1.0,0.0,2.0,0.0,3.0,-2.0,3.0,-3.0,0.0,11.0,5.0
55,327129,9,2,2022,3,19,45,24.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Norwich,68,Crystal Palace,354,1.0,0.0,1.0,1.0,0.0,-3.0,0.0,0.0,2.0,10.0,5.0
56,327864,9,2,2022,3,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Bristol City,387,Reading,355,1.0,0.0,2.0,1.0,2.0,-2.0,2.0,-2.0,1.0,14.0,5.0
57,327123,9,2,2022,3,19,45,24.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Brentford,402,1.0,0.0,2.0,0.0,3.0,-2.0,3.0,-3.0,0.0,11.0,5.0
58,327868,9,2,2022,3,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Peterborough,1077,2.0,0.0,4.0,0.0,2.0,-2.0,2.0,-2.0,1.0,18.0,5.0
59,327866,9,2,2022,3,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Blackburn,59,Nottingham,351,0.0,1.0,0.0,2.0,1.0,-4.0,1.0,-1.0,0.0,12.0,5.0
60,327862,9,2,2022,3,19,45,31.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Middlesbrough,343,1.0,1.0,2.0,2.0,2.0,-2.0,2.0,-2.0,1.0,17.0,5.0
