,id,day,month,year,weekday,hour,minute,matchday,status,leagueName,leagueId,leagueType,stage,homeName,homeId,awayName,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt,h2hHomeWins,h2hHomeLosses,h2hAwayWins,h2hAwayLosses,h2hDraws,h2hAvgGoals,h2hMatches
40,333540,13,2,2022,7,14,0,25.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Verona,450,Udinese,115,2.0,0.0,4.0,0.0,2.0,-1.0,2.0,-2.0,2.0,16.0,5.0
41,330328,13,2,2022,7,14,0,24.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Angers SCO,532,Strasbourg,576,0.0,1.0,0.0,1.0,1.0,-3.0,1.0,-1.0,1.0,11.0,5.0
42,327121,13,2,2022,7,14,0,25.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Liverpool,64,0.0,1.0,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,12.0,5.0
43,333541,13,2,2022,7,14,0,25.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Genoa,107,Salernitana,455,1.0,1.0,1.0,1.0,3.0,-1.0,3.0,-3.0,1.0,8.0,5.0
44,330326,13,2,2022,7,14,0,24.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Clermont Foot,541,Saint-Étienne,527,1.0,0.0,1.0,2.0,1.0,-3.0,1.0,-1.0,1.0,12.0,5.0
45,330327,13,2,2022,7,14,0,24.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Brest,512,Troyes,531,2.0,1.0,5.0,1.0,2.0,0.0,2.0,-2.0,3.0,17.0,5.0
46,330320,13,2,2022,7,14,0,24.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Nantes,543,Stade de Reims,547,1.0,0.0,1.0,0.0,1.0,-3.0,1.0,-1.0,1.0,6.0,5.0
47,329511,13,2,2022,7,14,30,22.0,FINISHED,Bundesliga,2002,LEAGUE,REGULAR_SEASON,Union Berlin,28,Dortmund,4,0.0,2.0,0.0,3.0,1.0,-4.0,1.0,-1.0,0.0,16.0,5.0
48,325595,13,2,2022,7,15,45,22.0,FINISHED,Eredivisie,2003,LEAGUE,REGULAR_SEASON,Ajax,678,Twente,666,1.0,0.0,5.0,0.0,2.0,-2.0,2.0,-2.0,1.0,12.0,5.0
49,330325,13,2,2022,7,16,5,24.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,RC Lens,546,Bordeaux,526,3.0,1.0,3.0,2.0,3.0,-2.0,3.0,-3.0,0.0,19.0,5.0
50,329514,13,2,2022,7,16,30,22.0,FINISHED,Bundesliga,2002,LEAGUE,REGULAR_SEASON,Hoffenheim,2,Bielefeld,38,1.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,3.0,6.0,5.0
51,327118,13,2,2022,7,16,30,25.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leicester City,338,West Ham,563,1.0,1.0,2.0,2.0,2.0,-2.0,2.0,-2.0,1.0,19.0,5.0
52,333536,13,2,2022,7,17,0,25.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Sassuolo,471,Roma,100,0.0,1.0,2.0,2.0,1.0,-2.0,1.0,-1.0,2.0,17.0,5.0
53,330323,13,2,2022,7,19,45,24.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,FC Metz,545,Marseille,516,0.0,1.0,1.0,2.0,0.0,-1.0,0.0,0.0,4.0,11.0,5.0
54,333543,13,2,2022,7,19,45,25.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Atalanta,102,Juventus,109,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,4.0,14.0,5.0
55,333535,14,2,2022,1,19,45,25.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Spezia Calcio,488,Fiorentina,99,0.0,1.0,1.0,2.0,0.0,-4.0,0.0,0.0,1.0,14.0,5.0
56,327851,14,2,2022,1,20,0,32.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Blackburn,59,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,-1.0,2.0,13.0,5.0
57,330368,26,1,2022,3,18,0,20.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Angers SCO,532,Saint-Étienne,527,0.0,1.0,0.0,1.0,0.0,-4.0,0.0,0.0,1.0,11.0,5.0
58,327933,26,1,2022,3,20,0,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,West Brom,74,Preston NE,1081,0.0,1.0,0.0,2.0,3.0,-2.0,3.0,-3.0,0.0,12.0,5.0
59,327893,28,1,2022,5,19,45,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Stoke,70,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,3.0,15.0,5.0
60,327887,29,1,2022,6,15,0,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,QPR,69,Reading,355,3.0,0.0,4.0,0.0,2.0,0.0,2.0,-2.0,3.0,19.0,5.0
61,327891,29,1,2022,6,15,0,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Middlesbrough,343,Coventry City,1076,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0,2.0,10.0,5.0
62,327885,29,1,2022,6,15,0,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Swansea,72,2.0,0.0,2.0,0.0,1.0,-2.0,1.0,-1.0,2.0,12.0,5.0
63,327894,29,1,2022,6,15,0,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Fulham,63,Blackpool,336,1.0,0.0,1.0,1.0,2.0,-1.0,2.0,-2.0,2.0,11.0,5.0
64,327890,29,1,2022,6,15,0,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,West Brom,74,0.0,0.0,2.0,0.0,2.0,0.0,2.0,-2.0,3.0,7.0,5.0
65,327896,29,1,2022,6,15,0,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Barnsley,357,Bournemouth,1044,0.0,1.0,0.0,1.0,1.0,-3.0,1.0,-1.0,1.0,13.0,5.0
66,327892,29,1,2022,6,15,0,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Luton Town,389,Blackburn,59,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,3.0,9.0,5.0
67,327888,29,1,2022,6,15,0,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Bristol City,387,0.0,1.0,2.0,2.0,1.0,-2.0,1.0,-1.0,2.0,14.0,5.0
68,327889,29,1,2022,6,17,30,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Peterborough,1077,Sheffield Utd,356,0.0,0.0,0.0,2.0,1.0,-4.0,1.0,-1.0,0.0,17.0,5.0
69,327895,30,1,2022,7,13,30,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Derby County,342,Birmingham,332,0.0,1.0,2.0,2.0,2.0,-2.0,2.0,-2.0,1.0,17.0,5.0
70,327886,30,1,2022,7,16,0,29.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Cardiff,715,Nottingham,351,1.0,0.0,2.0,1.0,3.0,-2.0,3.0,-3.0,0.0,10.0,5.0
71,327936,1,2,2022,2,19,45,25.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Swansea,72,Luton Town,389,0.0,0.0,0.0,1.0,1.0,-3.0,1.0,-1.0,1.0,11.0,5.0
72,327961,1,2,2022,2,19,45,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Millwall,384,Preston NE,1081,0.0,0.0,0.0,0.0,2.0,0.0,2.0,-2.0,3.0,14.0,5.0
73,389620,1,2,2022,2,20,0,14.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Olympique Lyon,523,Marseille,516,0.0,1.0,2.0,1.0,2.0,-3.0,2.0,-2.0,0.0,11.0,5.0
74,327882,2,2,2022,3,19,45,30.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Huddersfield,394,Derby County,342,0.0,0.0,2.0,0.0,2.0,-1.0,2.0,-2.0,2.0,9.0,5.0
75,327874,2,2,2022,3,19,45,30.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Barnsley,357,Cardiff,715,0.0,0.0,0.0,1.0,0.0,-3.0,0.0,0.0,2.0,12.0,5.0
76,329523,4,2,2022,5,19,30,21.0,FINISHED,Bundesliga,2002,LEAGUE,REGULAR_SEASON,Hertha BSC,9,Bochum,36,1.0,0.0,1.0,1.0,2.0,-1.0,2.0,-2.0,2.0,14.0,5.0
77,327884,4,2,2022,5,19,45,30.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Birmingham,332,Sheffield Utd,356,0.0,0.0,1.0,2.0,1.0,-2.0,1.0,-1.0,2.0,11.0,5.0
78,330336,4,2,2022,5,20,0,23.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Marseille,516,Angers SCO,532,2.0,2.0,5.0,2.0,4.0,0.0,4.0,-4.0,1.0,19.0,5.0
79,325617,16,1,2022,7,11,15,19.0,FINISHED,Eredivisie,2003,LEAGUE,REGULAR_SEASON,Utrecht,676,Ajax,678,0.0,3.0,0.0,3.0,1.0,-4.0,1.0,-1.0,0.0,18.0,5.0
80,333565,16,1,2022,7,11,30,22.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Sassuolo,471,Verona,450,0.0,2.0,2.0,4.0,2.0,-3.0,2.0,-2.0,0.0,17.0,5.0
81,327917,16,1,2022,7,12,0,27.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Stoke,70,0.0,1.0,0.0,2.0,1.0,-3.0,1.0,-1.0,1.0,11.0,5.0
82,330352,16,1,2022,7,12,0,21.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Stade Rennais,529,Bordeaux,526,2.0,0.0,6.0,0.0,2.0,-2.0,2.0,-2.0,1.0,11.0,5.0
83,325616,16,1,2022,7,13,30,19.0,FINISHED,Eredivisie,2003,LEAGUE,REGULAR_SEASON,Cambuur,1909,Sparta,6806,1.0,0.0,1.0,1.0,1.0,-2.0,1.0,-1.0,2.0,20.0,5.0
84,325618,16,1,2022,7,13,30,19.0,FINISHED,Eredivisie,2003,LEAGUE,REGULAR_SEASON,Groningen,677,PSV,674,0.0,1.0,0.0,1.0,1.0,-4.0,1.0,-1.0,0.0,21.0,5.0
85,330356,16,1,2022,7,14,0,21.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Monaco,548,Clermont Foot,541,1.0,0.0,4.0,0.0,4.0,0.0,4.0,-4.0,1.0,19.0,5.0
86,327144,16,1,2022,7,14,0,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Leeds United,341,1.0,2.0,2.0,3.0,3.0,-1.0,3.0,-3.0,1.0,18.0,5.0
87,330358,16,1,2022,7,14,0,21.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Lorient,525,Angers SCO,532,0.0,0.0,0.0,0.0,2.0,-1.0,2.0,-2.0,2.0,6.0,5.0
88,327149,16,1,2022,7,14,0,22.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Brentford,402,1.0,0.0,3.0,0.0,4.0,-1.0,4.0,-4.0,0.0,16.0,5.0
89,330350,16,1,2022,7,14,0,21.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Strasbourg,576,Montpellier,518,0.0,1.0,3.0,1.0,2.0,-1.0,2.0,-2.0,2.0,17.0,5.0
90,333564,16,1,2022,7,14,0,22.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Venezia FC,454,Empoli,445,0.0,1.0,1.0,1.0,2.0,-1.0,2.0,-2.0,2.0,11.0,5.0
91,330353,16,1,2022,7,14,0,21.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Stade de Reims,547,FC Metz,545,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,-1.0,3.0,10.0,5.0
92,329541,16,1,2022,7,14,30,19.0,FINISHED,Bundesliga,2002,LEAGUE,REGULAR_SEASON,Augsburg,16,Frankfurt,19,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,-1.0,2.0,14.0,5.0
93,325614,16,1,2022,7,15,45,19.0,FINISHED,Eredivisie,2003,LEAGUE,REGULAR_SEASON,Sittard,1920,AZ,682,0.0,1.0,1.0,2.0,0.0,-5.0,0.0,0.0,0.0,17.0,5.0
94,330349,16,1,2022,7,16,5,21.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Troyes,531,Olympique Lyon,523,0.0,1.0,0.0,1.0,0.0,-5.0,0.0,0.0,0.0,17.0,5.0
95,329542,16,1,2022,7,16,30,19.0,FINISHED,Bundesliga,2002,LEAGUE,REGULAR_SEASON,Bielefeld,38,Greuther Fürth,21,1.0,1.0,2.0,2.0,1.0,-1.0,1.0,-1.0,3.0,15.0,5.0
96,333568,16,1,2022,7,17,0,22.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Roma,100,Cagliari,104,1.0,0.0,1.0,0.0,4.0,-1.0,4.0,-4.0,0.0,18.0,5.0
97,330357,16,1,2022,7,19,45,21.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Marseille,516,Lille,521,0.0,1.0,1.0,1.0,1.0,-2.0,1.0,-1.0,2.0,12.0,5.0
98,333573,16,1,2022,7,19,45,22.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Atalanta,102,Inter,108,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,18.0,5.0
99,333572,17,1,2022,1,17,30,22.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Bologna,103,Napoli,113,0.0,1.0,0.0,2.0,1.0,-2.0,1.0,-1.0,2.0,13.0,5.0
100,333569,17,1,2022,1,17,30,22.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Milan,98,Spezia Calcio,488,1.0,0.0,1.0,2.0,2.0,-3.0,2.0,-2.0,0.0,13.0,5.0
101,333571,17,1,2022,1,19,50,22.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Fiorentina,99,Genoa,107,3.0,0.0,6.0,0.0,3.0,0.0,3.0,-3.0,2.0,18.0,5.0
102,327954,18,1,2022,2,19,45,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Fulham,63,Birmingham,332,4.0,1.0,6.0,2.0,5.0,0.0,5.0,-5.0,0.0,17.0,5.0
103,327948,18,1,2022,2,19,45,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Preston NE,1081,Sheffield Utd,356,0.0,2.0,2.0,2.0,0.0,-3.0,0.0,0.0,2.0,16.0,5.0
104,327131,18,1,2022,2,20,0,24.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Chelsea,61,0.0,1.0,1.0,1.0,2.0,-2.0,2.0,-2.0,1.0,16.0,5.0
105,330363,19,1,2022,3,18,0,20.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Lille,521,Lorient,525,3.0,0.0,3.0,1.0,3.0,-2.0,3.0,-3.0,0.0,19.0,5.0
106,330377,19,1,2022,3,18,0,19.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Clermont Foot,541,Strasbourg,576,0.0,1.0,0.0,2.0,0.0,-1.0,0.0,0.0,4.0,5.0,5.0
107,330360,19,1,2022,3,18,0,20.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Montpellier,518,Troyes,531,0.0,0.0,0.0,1.0,2.0,-1.0,2.0,-2.0,2.0,11.0,5.0
108,327198,19,1,2022,3,19,30,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leicester City,338,Tottenham,73,1.0,1.0,2.0,3.0,1.0,-4.0,1.0,-1.0,0.0,28.0,5.0
109,327952,19,1,2022,3,19,45,24.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Hull City,322,Blackburn,59,1.0,0.0,2.0,0.0,3.0,-1.0,3.0,-3.0,1.0,11.0,5.0
110,327959,19,1,2022,3,20,0,23.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Reading,355,Luton Town,389,0.0,1.0,0.0,2.0,0.0,-2.0,0.0,0.0,3.0,5.0,5.0
111,327201,19,1,2022,3,20,0,17.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Man United,66,0.0,0.0,1.0,3.0,1.0,-3.0,1.0,-1.0,1.0,13.0,5.0
112,329527,21,1,2022,5,19,30,20.0,FINISHED,Bundesliga,2002,LEAGUE,REGULAR_SEASON,Frankfurt,19,Bielefeld,38,0.0,2.0,0.0,2.0,2.0,-1.0,2.0,-2.0,2.0,13.0,5.0
113,333560,21,1,2022,5,19,45,23.0,FINISHED,Serie A,2019,LEAGUE,REGULAR_SEASON,Verona,450,Bologna,103,1.0,1.0,2.0,1.0,1.0,-2.0,1.0,-1.0,2.0,9.0,5.0
114,327133,21,1,2022,5,20,0,23.0,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Watford,346,Norwich,68,0.0,0.0,0.0,3.0,3.0,-2.0,3.0,-3.0,0.0,18.0,5.0
115,330343,21,1,2022,5,20,0,22.0,FINISHED,Ligue 1,2015,LEAGUE,REGULAR_SEASON,Olympique Lyon,523,Saint-Étienne,527,1.0,0.0,1.0,0.0,4.0,0.0,4.0,-4.0,1.0,13.0,5.0
116,327903,22,1,2022,6,12,30,28.0,FINISHED,Championship,2016,LEAGUE,REGULAR_SEASON,Nottingham,351,Derby County,342,0.0,0.0,2.0,1.0,1.0,0.0,1.0,-1.0,4.0,11.0,5.0
