id,day,month,year,weekday,hour,minute,matchday,leagueType,homeId,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt,h2hHomeWins,h2hHomeLosses,h2hAwayWins,h2hAwayLosses,h2hDraws,h2hAvgGoals,h2hMatches
327255,6,11,2021,6,12,30,11.0,0.0,66,65,0.0,2.0,0.0,2.0,2.0,-3.0,3.0,-2.0,0.0,22.0,5.0
327256,7,11,2021,7,14,0,11.0,0.0,341,338,1.0,1.0,1.0,1.0,2.0,-2.0,2.0,-2.0,1.0,10.0,5.0
327257,7,11,2021,7,14,0,11.0,0.0,62,73,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,0.0,2.0,16.0,5.0
327258,6,11,2021,6,15,0,11.0,0.0,354,76,0.0,0.0,2.0,0.0,4.0,-1.0,1.0,-4.0,0.0,16.0,5.0
327259,6,11,2021,6,15,0,11.0,0.0,61,328,1.0,0.0,1.0,1.0,3.0,0.0,0.0,-3.0,2.0,17.0,5.0
327260,6,11,2021,6,17,30,11.0,0.0,397,67,1.0,0.0,1.0,1.0,1.0,-2.0,2.0,-1.0,2.0,14.0,5.0
327261,6,11,2021,6,15,0,11.0,0.0,402,68,0.0,2.0,1.0,2.0,1.0,-2.0,2.0,-1.0,2.0,12.0,5.0
327262,7,11,2021,7,14,0,11.0,0.0,57,346,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-4.0,1.0,16.0,5.0
327263,1,11,2021,1,20,0,10.0,0.0,76,62,2.0,0.0,2.0,1.0,4.0,0.0,0.0,-4.0,1.0,10.0,5.0
327264,30,10,2021,6,14,0,10.0,0.0,346,340,0.0,1.0,0.0,1.0,1.0,-2.0,2.0,-1.0,2.0,15.0,5.0
327265,30,10,2021,6,16,30,10.0,0.0,73,66,0.0,1.0,0.0,3.0,1.0,-2.0,2.0,-1.0,2.0,17.0,5.0
327266,31,10,2021,7,14,0,10.0,0.0,68,341,0.0,0.0,1.0,2.0,0.0,-4.0,4.0,0.0,1.0,12.0,5.0
327267,30,10,2021,6,14,0,10.0,0.0,67,61,0.0,0.0,0.0,3.0,2.0,-2.0,2.0,-2.0,1.0,21.0,5.0
327268,30,10,2021,6,14,0,10.0,0.0,65,354,0.0,1.0,0.0,2.0,3.0,0.0,0.0,-3.0,2.0,17.0,5.0
327269,30,10,2021,6,14,0,10.0,0.0,64,397,2.0,1.0,2.0,2.0,1.0,-2.0,2.0,-1.0,2.0,19.0,5.0
327270,30,10,2021,6,11,30,10.0,0.0,338,57,0.0,2.0,0.0,2.0,0.0,-5.0,5.0,0.0,0.0,15.0,5.0
327271,30,10,2021,6,14,0,10.0,0.0,328,402,3.0,0.0,3.0,1.0,3.0,-2.0,2.0,-3.0,0.0,15.0,5.0
327272,31,10,2021,7,16,30,10.0,0.0,58,563,1.0,2.0,1.0,4.0,1.0,-2.0,2.0,-1.0,2.0,13.0,5.0
327273,24,10,2021,7,13,0,9.0,0.0,563,73,0.0,0.0,1.0,0.0,1.0,-2.0,2.0,-1.0,2.0,13.0,5.0
327274,23,10,2021,6,14,0,9.0,0.0,340,328,1.0,1.0,2.0,2.0,2.0,-2.0,2.0,-2.0,1.0,15.0,5.0
327275,24,10,2021,7,15,30,9.0,0.0,66,64,0.0,4.0,0.0,5.0,2.0,-1.0,1.0,-2.0,2.0,21.0,5.0
327276,23,10,2021,6,14,0,9.0,0.0,341,76,0.0,1.0,1.0,1.0,3.0,-1.0,1.0,-3.0,1.0,17.0,5.0
327278,23,10,2021,6,14,0,9.0,0.0,354,67,0.0,0.0,1.0,1.0,1.0,-2.0,2.0,-1.0,2.0,11.0,5.0
327279,23,10,2021,6,11,30,9.0,0.0,61,68,3.0,0.0,7.0,0.0,5.0,0.0,0.0,-5.0,0.0,19.0,5.0
327280,23,10,2021,6,16,30,9.0,0.0,397,65,0.0,3.0,1.0,4.0,0.0,-4.0,4.0,0.0,1.0,16.0,5.0
327281,24,10,2021,7,13,0,9.0,0.0,402,338,0.0,1.0,1.0,2.0,0.0,-3.0,3.0,0.0,2.0,16.0,5.0
327282,22,10,2021,5,19,0,9.0,0.0,57,58,2.0,0.0,3.0,1.0,3.0,-2.0,2.0,-3.0,0.0,13.0,5.0
327283,16,10,2021,6,11,30,8.0,0.0,346,64,0.0,2.0,0.0,5.0,1.0,-4.0,4.0,-1.0,0.0,17.0,5.0
327284,16,10,2021,6,14,0,8.0,0.0,340,341,0.0,0.0,1.0,0.0,2.0,-1.0,1.0,-2.0,2.0,14.0,5.0
327285,16,10,2021,6,14,0,8.0,0.0,68,397,0.0,0.0,0.0,0.0,1.0,-2.0,2.0,-1.0,2.0,6.0,5.0
327286,17,10,2021,7,15,30,8.0,0.0,67,73,1.0,3.0,2.0,3.0,3.0,-2.0,2.0,-3.0,0.0,25.0,5.0
327287,16,10,2021,6,14,0,8.0,0.0,65,328,1.0,0.0,2.0,0.0,5.0,0.0,0.0,-5.0,0.0,17.0,5.0
327288,16,10,2021,6,14,0,8.0,0.0,338,66,1.0,1.0,4.0,2.0,2.0,-2.0,2.0,-2.0,1.0,15.0,5.0
327289,17,10,2021,7,13,0,8.0,0.0,62,563,0.0,0.0,0.0,1.0,2.0,-3.0,3.0,-2.0,0.0,11.0,5.0
327290,16,10,2021,6,16,30,8.0,0.0,402,61,0.0,1.0,0.0,1.0,3.0,0.0,0.0,-3.0,2.0,13.0,5.0
327291,16,10,2021,6,14,0,8.0,0.0,58,76,0.0,0.0,2.0,3.0,1.0,-2.0,2.0,-1.0,2.0,10.0,5.0
327292,18,10,2021,1,19,0,8.0,0.0,57,354,1.0,0.0,2.0,2.0,4.0,-1.0,1.0,-4.0,0.0,16.0,5.0
327293,2,10,2021,6,14,0,7.0,0.0,76,67,1.0,1.0,2.0,1.0,0.0,-3.0,3.0,0.0,2.0,13.0,5.0
327294,3,10,2021,7,13,0,7.0,0.0,563,402,0.0,1.0,1.0,2.0,2.0,-3.0,3.0,-2.0,0.0,16.0,5.0
327295,3,10,2021,7,13,0,7.0,0.0,73,58,1.0,0.0,2.0,1.0,2.0,-3.0,3.0,-2.0,0.0,16.0,5.0
327296,2,10,2021,6,11,30,7.0,0.0,66,62,1.0,0.0,1.0,1.0,5.0,0.0,0.0,-5.0,0.0,14.0,5.0
327297,3,10,2021,7,15,30,7.0,0.0,64,65,0.0,0.0,2.0,2.0,1.0,-2.0,2.0,-1.0,2.0,15.0,5.0
327298,2,10,2021,6,14,0,7.0,0.0,341,346,1.0,0.0,1.0,0.0,3.0,-1.0,1.0,-3.0,1.0,12.0,5.0
327299,3,10,2021,7,13,0,7.0,0.0,354,338,0.0,2.0,2.0,2.0,1.0,-2.0,2.0,-1.0,2.0,13.0,5.0
327300,2,10,2021,6,14,0,7.0,0.0,61,340,1.0,0.0,3.0,1.0,3.0,-2.0,2.0,-3.0,0.0,23.0,5.0
327301,2,10,2021,6,14,0,7.0,0.0,328,68,0.0,0.0,0.0,0.0,3.0,-1.0,1.0,-3.0,1.0,8.0,5.0
327302,2,10,2021,6,16,30,7.0,0.0,397,57,0.0,0.0,0.0,0.0,2.0,-3.0,3.0,-2.0,0.0,18.0,5.0
327303,25,9,2021,6,14,0,6.0,0.0,346,67,0.0,1.0,1.0,1.0,2.0,0.0,0.0,-2.0,3.0,11.0,5.0
327304,26,9,2021,7,13,0,6.0,0.0,340,76,0.0,0.0,0.0,1.0,0.0,-5.0,5.0,0.0,0.0,12.0,5.0
327305,25,9,2021,6,11,30,6.0,0.0,66,58,0.0,0.0,0.0,1.0,4.0,-1.0,1.0,-4.0,0.0,19.0,5.0
327306,25,9,2021,6,14,0,6.0,0.0,338,328,1.0,2.0,2.0,2.0,2.0,-1.0,1.0,-2.0,2.0,17.0,5.0
327307,25,9,2021,6,14,0,6.0,0.0,341,563,1.0,0.0,1.0,2.0,1.0,-3.0,3.0,-1.0,1.0,18.0,5.0
327308,25,9,2021,6,14,0,6.0,0.0,62,68,1.0,0.0,2.0,0.0,2.0,-3.0,3.0,-2.0,0.0,10.0,5.0
327309,27,9,2021,1,19,0,6.0,0.0,354,397,1.0,0.0,1.0,1.0,0.0,-2.0,2.0,0.0,3.0,12.0,5.0
327310,25,9,2021,6,11,30,6.0,0.0,61,65,0.0,0.0,0.0,1.0,0.0,-3.0,3.0,0.0,2.0,16.0,5.0
327311,25,9,2021,6,16,30,6.0,0.0,402,64,1.0,1.0,3.0,3.0,1.0,-4.0,4.0,-1.0,0.0,16.0,5.0
327312,26,9,2021,7,15,30,6.0,0.0,57,73,3.0,0.0,3.0,1.0,3.0,-1.0,1.0,-3.0,1.0,18.0,5.0
327313,18,9,2021,6,11,30,5.0,0.0,76,402,0.0,2.0,0.0,2.0,3.0,-1.0,1.0,-3.0,1.0,16.0,5.0
327314,19,9,2021,7,13,0,5.0,0.0,563,66,1.0,1.0,1.0,2.0,2.0,-3.0,3.0,-2.0,0.0,11.0,5.0
327315,19,9,2021,7,15,30,5.0,0.0,73,61,0.0,0.0,0.0,3.0,1.0,-3.0,3.0,-1.0,1.0,15.0,5.0
327316,18,9,2021,6,14,0,5.0,0.0,68,346,1.0,1.0,1.0,3.0,2.0,-3.0,3.0,-2.0,0.0,18.0,5.0
327317,17,9,2021,5,19,0,5.0,0.0,67,341,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,3.0,10.0,5.0
327318,18,9,2021,6,14,0,5.0,0.0,65,340,0.0,0.0,0.0,0.0,3.0,-1.0,1.0,-3.0,1.0,18.0,5.0
327319,18,9,2021,6,14,0,5.0,0.0,64,354,1.0,0.0,3.0,0.0,2.0,-1.0,1.0,-2.0,2.0,10.0,5.0
327320,18,9,2021,6,14,0,5.0,0.0,328,57,0.0,1.0,0.0,1.0,0.0,-3.0,3.0,0.0,2.0,12.0,5.0
327321,19,9,2021,7,13,0,5.0,0.0,397,338,1.0,0.0,2.0,1.0,2.0,-1.0,1.0,-2.0,2.0,26.0,5.0
327322,18,9,2021,6,16,30,5.0,0.0,58,62,0.0,0.0,3.0,0.0,3.0,-1.0,1.0,-3.0,1.0,12.0,5.0
327323,11,9,2021,6,14,0,4.0,0.0,346,76,0.0,0.0,0.0,2.0,1.0,-4.0,4.0,-1.0,0.0,14.0,5.0
327324,11,9,2021,6,14,0,4.0,0.0,340,563,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,-2.0,2.0,12.0,5.0
327325,11,9,2021,6,14,0,4.0,0.0,66,67,1.0,0.0,4.0,1.0,2.0,-3.0,3.0,-2.0,0.0,13.0,5.0
327326,11,9,2021,6,14,0,4.0,0.0,338,65,0.0,0.0,0.0,1.0,1.0,-4.0,4.0,-1.0,0.0,16.0,5.0
327327,12,9,2021,7,15,30,4.0,0.0,341,64,0.0,1.0,0.0,3.0,1.0,-3.0,3.0,-1.0,1.0,21.0,5.0
327328,13,9,2021,1,19,0,4.0,0.0,62,328,0.0,0.0,3.0,1.0,4.0,-1.0,1.0,-4.0,0.0,15.0,5.0
327329,11,9,2021,6,11,30,4.0,0.0,354,73,0.0,0.0,3.0,0.0,0.0,-5.0,5.0,0.0,0.0,15.0,5.0
327330,11,9,2021,6,16,30,4.0,0.0,61,58,1.0,0.0,3.0,0.0,1.0,-2.0,2.0,-1.0,2.0,11.0,5.0
327331,11,9,2021,6,14,0,4.0,0.0,402,397,0.0,0.0,0.0,1.0,1.0,-2.0,2.0,-1.0,2.0,13.0,5.0
327332,11,9,2021,6,14,0,4.0,0.0,57,68,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-4.0,1.0,17.0,5.0
327333,29,8,2021,7,15,30,3.0,0.0,76,66,0.0,0.0,0.0,1.0,1.0,-4.0,4.0,-1.0,0.0,12.0,5.0
327334,28,8,2021,6,14,0,3.0,0.0,563,354,1.0,0.0,2.0,2.0,1.0,-3.0,3.0,-1.0,1.0,24.0,5.0
327336,28,8,2021,6,14,0,3.0,0.0,68,338,1.0,1.0,1.0,2.0,1.0,-4.0,4.0,-1.0,0.0,13.0,5.0
327337,28,8,2021,6,14,0,3.0,0.0,67,340,0.0,0.0,2.0,2.0,5.0,0.0,0.0,-5.0,0.0,16.0,5.0
327338,28,8,2021,6,11,30,3.0,0.0,65,57,3.0,0.0,5.0,0.0,2.0,-2.0,2.0,-2.0,1.0,17.0,5.0
327339,28,8,2021,6,16,30,3.0,0.0,64,61,1.0,1.0,1.0,1.0,2.0,0.0,0.0,-2.0,3.0,8.0,5.0
327340,29,8,2021,7,13,0,3.0,0.0,328,341,0.0,0.0,1.0,1.0,0.0,-4.0,4.0,0.0,1.0,15.0,5.0
327341,28,8,2021,6,14,0,3.0,0.0,397,62,0.0,1.0,0.0,2.0,2.0,-1.0,1.0,-2.0,2.0,20.0,5.0
327342,28,8,2021,6,14,0,3.0,0.0,58,402,1.0,1.0,1.0,1.0,2.0,-1.0,1.0,-2.0,2.0,18.0,5.0
327343,22,8,2021,7,13,0,2.0,0.0,76,73,0.0,1.0,0.0,1.0,4.0,-1.0,1.0,-4.0,0.0,10.0,5.0
327344,23,8,2021,1,19,0,2.0,0.0,563,338,1.0,0.0,4.0,1.0,2.0,-2.0,2.0,-2.0,1.0,19.0,5.0
327345,22,8,2021,7,13,0,2.0,0.0,340,66,1.0,0.0,1.0,1.0,0.0,-2.0,2.0,0.0,3.0,14.0,5.0
327346,21,8,2021,6,14,0,2.0,0.0,65,68,2.0,0.0,5.0,0.0,3.0,-1.0,1.0,-3.0,1.0,19.0,5.0
327347,21,8,2021,6,11,30,2.0,0.0,64,328,1.0,0.0,2.0,0.0,5.0,0.0,0.0,-5.0,0.0,12.0,5.0
327348,21,8,2021,6,14,0,2.0,0.0,341,62,1.0,1.0,2.0,2.0,0.0,-3.0,3.0,0.0,2.0,13.0,5.0
327349,21,8,2021,6,14,0,2.0,0.0,354,402,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,4.0,10.0,5.0
327350,21,8,2021,6,16,30,2.0,0.0,397,346,2.0,0.0,2.0,0.0,3.0,0.0,0.0,-3.0,2.0,9.0,5.0
327351,21,8,2021,6,14,0,2.0,0.0,58,67,1.0,0.0,2.0,0.0,1.0,-4.0,4.0,-1.0,0.0,18.0,5.0
327352,22,8,2021,7,15,30,2.0,0.0,57,61,0.0,2.0,0.0,2.0,4.0,0.0,0.0,-4.0,1.0,20.0,5.0
327353,14,8,2021,6,14,0,1.0,0.0,346,58,2.0,0.0,3.0,2.0,4.0,-1.0,1.0,-4.0,0.0,17.0,5.0
327354,15,8,2021,7,15,30,1.0,0.0,73,65,0.0,0.0,1.0,0.0,1.0,-3.0,3.0,-1.0,1.0,16.0,5.0
327355,14,8,2021,6,16,30,1.0,0.0,68,64,0.0,1.0,0.0,3.0,0.0,-5.0,5.0,0.0,0.0,20.0,5.0
327356,15,8,2021,7,13,0,1.0,0.0,67,563,2.0,1.0,2.0,4.0,2.0,0.0,0.0,-2.0,3.0,21.0,5.0
327357,14,8,2021,6,11,30,1.0,0.0,66,341,1.0,0.0,5.0,1.0,3.0,0.0,0.0,-3.0,2.0,18.0,5.0
327358,14,8,2021,6,14,0,1.0,0.0,338,76,1.0,0.0,1.0,0.0,3.0,-1.0,1.0,-3.0,1.0,11.0,5.0
327359,14,8,2021,6,14,0,1.0,0.0,62,340,0.0,1.0,3.0,1.0,3.0,-2.0,2.0,-3.0,0.0,13.0,5.0
327360,14,8,2021,6,14,0,1.0,0.0,61,354,2.0,0.0,3.0,0.0,5.0,0.0,0.0,-5.0,0.0,13.0,5.0
327361,14,8,2021,6,14,0,1.0,0.0,328,397,1.0,0.0,1.0,2.0,1.0,-1.0,1.0,-1.0,3.0,12.0,5.0
327362,13,8,2021,5,19,0,1.0,0.0,402,57,1.0,0.0,2.0,0.0,0.0,-4.0,4.0,0.0,1.0,10.0,5.0
327681,7,5,2022,6,11,30,46.0,0.0,72,69,0.0,0.0,0.0,1.0,1.0,-2.0,2.0,-1.0,2.0,7.0,5.0
327682,7,5,2022,6,11,30,46.0,0.0,342,715,0.0,0.0,0.0,1.0,0.0,-4.0,4.0,0.0,1.0,11.0,5.0
327683,7,5,2022,6,11,30,46.0,0.0,74,357,2.0,0.0,4.0,0.0,1.0,-1.0,1.0,-1.0,3.0,11.0,5.0
327684,7,5,2022,6,11,30,46.0,0.0,70,1076,1.0,1.0,1.0,1.0,1.0,-2.0,2.0,-1.0,2.0,9.0,5.0
327685,7,5,2022,6,11,30,46.0,0.0,356,63,3.0,0.0,4.0,0.0,2.0,-2.0,2.0,-2.0,1.0,16.0,5.0
327686,7,5,2022,6,11,30,46.0,0.0,1081,343,2.0,0.0,4.0,1.0,3.0,-2.0,2.0,-3.0,0.0,19.0,5.0
327687,7,5,2022,6,11,30,46.0,0.0,1077,336,1.0,0.0,5.0,0.0,2.0,-3.0,3.0,-2.0,0.0,22.0,5.0
327688,7,5,2022,6,11,30,46.0,0.0,389,355,1.0,0.0,1.0,0.0,2.0,0.0,0.0,-2.0,3.0,5.0,5.0
327689,7,5,2022,6,11,30,46.0,0.0,322,351,0.0,0.0,1.0,1.0,1.0,-3.0,3.0,-1.0,1.0,13.0,5.0
327690,7,5,2022,6,11,30,46.0,0.0,394,387,2.0,0.0,2.0,0.0,1.0,-1.0,1.0,-1.0,3.0,8.0,5.0
327691,7,5,2022,6,11,30,46.0,0.0,1044,384,0.0,0.0,1.0,0.0,2.0,-1.0,1.0,-2.0,2.0,13.0,5.0
327692,7,5,2022,6,11,30,46.0,0.0,332,59,0.0,2.0,1.0,2.0,2.0,-2.0,2.0,-2.0,1.0,13.0,5.0
327693,30,4,2022,6,14,0,45.0,0.0,351,72,1.0,1.0,5.0,1.0,2.0,-3.0,3.0,-2.0,0.0,19.0,5.0
327694,30,4,2022,6,14,0,45.0,0.0,715,332,0.0,1.0,1.0,1.0,4.0,-1.0,1.0,-4.0,0.0,9.0,5.0
327695,30,4,2022,6,14,0,45.0,0.0,355,74,0.0,0.0,0.0,1.0,0.0,-5.0,5.0,0.0,0.0,8.0,5.0
327696,29,4,2022,5,18,45,45.0,0.0,69,356,1.0,0.0,1.0,3.0,1.0,-3.0,3.0,-1.0,1.0,9.0,5.0
327697,30,4,2022,6,14,0,45.0,0.0,384,1077,0.0,0.0,3.0,0.0,3.0,-2.0,2.0,-3.0,0.0,16.0,5.0
327699,2,5,2022,1,16,15,45.0,0.0,63,389,2.0,0.0,7.0,0.0,3.0,0.0,0.0,-3.0,2.0,21.0,5.0
327700,30,4,2022,6,14,0,45.0,0.0,1076,394,0.0,1.0,1.0,2.0,3.0,-1.0,1.0,-3.0,1.0,15.0,5.0
327701,30,4,2022,6,14,0,45.0,0.0,387,322,3.0,0.0,5.0,0.0,3.0,-1.0,1.0,-3.0,1.0,16.0,5.0
327702,30,4,2022,6,14,0,45.0,0.0,336,342,0.0,0.0,0.0,2.0,1.0,-4.0,4.0,-1.0,0.0,10.0,5.0
327703,30,4,2022,6,14,0,45.0,0.0,59,1044,0.0,1.0,0.0,3.0,1.0,-4.0,4.0,-1.0,0.0,17.0,5.0
327704,30,4,2022,6,11,30,45.0,0.0,357,1081,1.0,1.0,1.0,3.0,1.0,-4.0,4.0,-1.0,0.0,15.0,5.0
327705,23,4,2022,6,14,0,44.0,0.0,72,343,0.0,0.0,1.0,1.0,0.0,-4.0,4.0,0.0,1.0,14.0,5.0
327706,23,4,2022,6,14,0,44.0,0.0,356,715,0.0,0.0,1.0,0.0,4.0,0.0,0.0,-4.0,1.0,14.0,5.0
327707,23,4,2022,6,14,0,44.0,0.0,74,1076,0.0,0.0,0.0,0.0,3.0,-1.0,1.0,-3.0,1.0,7.0,5.0
327708,23,4,2022,6,14,0,44.0,0.0,70,69,1.0,0.0,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,9.0,5.0
327709,25,4,2022,1,18,30,44.0,0.0,1081,59,1.0,3.0,1.0,4.0,2.0,-1.0,1.0,-2.0,2.0,19.0,5.0
327710,23,4,2022,6,14,0,44.0,0.0,1077,351,0.0,1.0,0.0,1.0,0.0,-4.0,4.0,0.0,1.0,9.0,5.0
327711,23,4,2022,6,11,30,44.0,0.0,389,336,1.0,0.0,1.0,1.0,3.0,0.0,0.0,-3.0,2.0,14.0,5.0
327712,23,4,2022,6,14,0,44.0,0.0,322,355,1.0,0.0,3.0,0.0,1.0,-1.0,1.0,-1.0,3.0,12.0,5.0
327713,22,4,2022,5,18,45,44.0,0.0,394,357,2.0,0.0,2.0,1.0,2.0,-2.0,2.0,-2.0,1.0,10.0,5.0
327714,23,4,2022,6,14,0,44.0,0.0,342,387,0.0,2.0,1.0,3.0,1.0,-4.0,4.0,-1.0,0.0,12.0,5.0
327716,23,4,2022,6,14,0,44.0,0.0,332,384,0.0,0.0,2.0,2.0,1.0,-1.0,1.0,-1.0,3.0,8.0,5.0
327717,18,4,2022,1,14,0,43.0,0.0,355,72,1.0,3.0,4.0,4.0,2.0,-2.0,2.0,-2.0,1.0,24.0,5.0
327718,18,4,2022,1,14,0,43.0,0.0,715,389,0.0,0.0,0.0,1.0,2.0,-3.0,3.0,-2.0,0.0,10.0,5.0
327719,18,4,2022,1,14,0,43.0,0.0,69,342,0.0,0.0,1.0,0.0,4.0,-1.0,1.0,-4.0,0.0,9.0,5.0
327720,18,4,2022,1,19,0,43.0,0.0,351,74,3.0,0.0,4.0,0.0,1.0,-1.0,1.0,-1.0,3.0,15.0,5.0
327721,18,4,2022,1,14,0,43.0,0.0,384,322,0.0,0.0,2.0,1.0,1.0,-2.0,2.0,-1.0,2.0,9.0,5.0
327722,18,4,2022,1,11,30,43.0,0.0,343,394,0.0,1.0,0.0,2.0,2.0,-1.0,1.0,-2.0,2.0,16.0,5.0
327723,19,4,2022,2,18,45,43.0,0.0,63,1081,3.0,0.0,3.0,0.0,3.0,-1.0,1.0,-3.0,1.0,13.0,5.0
327724,18,4,2022,1,14,0,43.0,0.0,1076,1044,0.0,2.0,0.0,3.0,1.0,-3.0,3.0,-1.0,1.0,20.0,5.0
327725,18,4,2022,1,16,30,43.0,0.0,387,356,0.0,0.0,1.0,1.0,0.0,-4.0,4.0,0.0,1.0,7.0,5.0
327726,18,4,2022,1,14,0,43.0,0.0,336,332,3.0,0.0,6.0,1.0,2.0,-2.0,2.0,-2.0,1.0,12.0,5.0
327728,18,4,2022,1,14,0,43.0,0.0,357,1077,0.0,1.0,0.0,2.0,1.0,-3.0,3.0,-1.0,1.0,15.0,5.0
327729,15,4,2022,5,14,0,42.0,0.0,72,357,0.0,0.0,1.0,1.0,3.0,0.0,0.0,-3.0,2.0,8.0,5.0
327730,15,4,2022,5,14,0,42.0,0.0,322,715,2.0,0.0,2.0,1.0,5.0,0.0,0.0,-5.0,0.0,16.0,5.0
327731,15,4,2022,5,14,0,42.0,0.0,74,336,1.0,0.0,2.0,1.0,3.0,-1.0,1.0,-3.0,1.0,15.0,5.0
327732,15,4,2022,5,14,0,42.0,0.0,70,387,0.0,0.0,0.0,1.0,3.0,-2.0,2.0,-3.0,0.0,16.0,5.0
327733,15,4,2022,5,14,0,42.0,0.0,356,355,0.0,1.0,1.0,2.0,4.0,-1.0,1.0,-4.0,0.0,12.0,5.0
327734,15,4,2022,5,14,0,42.0,0.0,1081,384,1.0,1.0,1.0,1.0,0.0,-2.0,2.0,0.0,3.0,14.0,5.0
327735,15,4,2022,5,14,0,42.0,0.0,1077,59,0.0,0.0,2.0,1.0,1.0,-4.0,4.0,-1.0,0.0,23.0,5.0
327736,15,4,2022,5,11,30,42.0,0.0,389,351,1.0,0.0,1.0,0.0,2.0,0.0,0.0,-2.0,3.0,8.0,5.0
327739,15,4,2022,5,14,0,42.0,0.0,1044,343,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,-2.0,2.0,11.0,5.0
327740,15,4,2022,5,14,0,42.0,0.0,332,1076,2.0,2.0,2.0,4.0,1.0,-3.0,3.0,-1.0,1.0,13.0,5.0
327744,9,4,2022,6,11,45,41.0,0.0,356,1044,0.0,0.0,0.0,0.0,1.0,-2.0,2.0,-1.0,2.0,14.0,5.0
327746,9,4,2022,6,14,0,41.0,0.0,351,332,1.0,0.0,2.0,0.0,2.0,-1.0,1.0,-2.0,2.0,10.0,5.0
327747,9,4,2022,6,14,0,41.0,0.0,384,357,1.0,0.0,4.0,1.0,2.0,-1.0,1.0,-2.0,2.0,11.0,5.0
327748,9,4,2022,6,14,0,41.0,0.0,343,322,0.0,0.0,0.0,1.0,2.0,-2.0,2.0,-2.0,1.0,16.0,5.0
327749,11,4,2022,1,18,45,41.0,0.0,394,389,0.0,0.0,2.0,0.0,2.0,-1.0,1.0,-2.0,2.0,14.0,5.0
327750,10,4,2022,7,14,0,41.0,0.0,63,1076,0.0,2.0,1.0,3.0,0.0,-2.0,2.0,0.0,3.0,15.0,5.0
327752,9,4,2022,6,14,0,41.0,0.0,59,336,1.0,0.0,1.0,1.0,3.0,-1.0,1.0,-3.0,1.0,10.0,5.0
327754,2,4,2022,6,14,0,40.0,0.0,70,356,0.0,0.0,1.0,0.0,2.0,-2.0,2.0,-2.0,1.0,16.0,5.0
327755,2,4,2022,6,14,0,40.0,0.0,69,63,0.0,1.0,0.0,2.0,0.0,-5.0,5.0,0.0,0.0,15.0,5.0
327756,2,4,2022,6,14,0,40.0,0.0,1077,343,0.0,1.0,0.0,4.0,0.0,-5.0,5.0,0.0,0.0,14.0,5.0
327757,2,4,2022,6,14,0,40.0,0.0,389,384,1.0,1.0,2.0,2.0,1.0,0.0,0.0,-1.0,4.0,12.0,5.0
327758,1,4,2022,5,18,45,40.0,0.0,322,394,0.0,0.0,0.0,1.0,2.0,-2.0,2.0,-2.0,1.0,9.0,5.0
327759,2,4,2022,6,14,0,40.0,0.0,342,1081,0.0,0.0,1.0,0.0,1.0,-3.0,3.0,-1.0,1.0,8.0,5.0
327760,2,4,2022,6,14,0,40.0,0.0,1076,59,1.0,0.0,2.0,2.0,2.0,0.0,0.0,-2.0,3.0,8.0,5.0
327761,2,4,2022,6,14,0,40.0,0.0,1044,387,1.0,1.0,3.0,2.0,4.0,-1.0,1.0,-4.0,0.0,15.0,5.0
327762,2,4,2022,6,11,30,40.0,0.0,336,351,0.0,3.0,1.0,4.0,1.0,-3.0,3.0,-1.0,1.0,22.0,5.0
327763,3,4,2022,7,14,0,40.0,0.0,332,74,0.0,0.0,1.0,0.0,4.0,-1.0,1.0,-4.0,0.0,13.0,5.0
327765,19,3,2022,6,15,0,39.0,0.0,72,332,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,4.0,17.0,5.0
327766,27,4,2022,3,18,45,39.0,0.0,343,715,1.0,0.0,2.0,0.0,4.0,-1.0,1.0,-4.0,0.0,18.0,5.0
327767,19,3,2022,6,15,0,39.0,0.0,70,384,1.0,0.0,2.0,0.0,1.0,-3.0,3.0,-1.0,1.0,6.0,5.0
327768,19,3,2022,6,12,30,39.0,0.0,356,357,0.0,0.0,2.0,0.0,3.0,-1.0,1.0,-3.0,1.0,13.0,5.0
327769,19,3,2022,6,15,0,39.0,0.0,355,59,0.0,0.0,1.0,0.0,3.0,-2.0,2.0,-3.0,0.0,10.0,5.0
327771,5,4,2022,2,18,45,39.0,0.0,1081,336,1.0,0.0,1.0,0.0,3.0,-2.0,2.0,-3.0,0.0,14.0,5.0
327772,19,3,2022,6,15,0,39.0,0.0,322,389,0.0,1.0,1.0,3.0,0.0,-4.0,4.0,0.0,1.0,8.0,5.0
327773,19,3,2022,6,15,0,39.0,0.0,394,1044,0.0,2.0,0.0,3.0,0.0,-5.0,5.0,0.0,0.0,16.0,5.0
327774,26,4,2022,2,18,45,39.0,0.0,63,351,0.0,1.0,0.0,1.0,3.0,-2.0,2.0,-3.0,0.0,17.0,5.0
