id,day,month,year,weekday,hour,minute,matchday,status,leagueName,leagueId,leagueType,stage,homeName,homeId,awayName,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt
436227,24,4,2024,3,19,0,29,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Liverpool,64,1,0,2,0
436255,6,4,2024,6,11,30,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Man City,65,1,1,2,4
436253,6,4,2024,6,14,0,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Brentford,402,1,0,3,3
436257,6,4,2024,6,14,0,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Newcastle,67,0,0,0,1
436258,6,4,2024,6,14,0,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Bournemouth,1044,0,0,2,1
436256,6,4,2024,6,14,0,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Burnley,328,1,0,1,0
436262,6,4,2024,6,14,0,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,West Ham,563,1,0,1,2
436254,6,4,2024,6,16,30,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Arsenal,57,0,1,0,3
436259,7,4,2024,7,14,30,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Liverpool,64,0,1,2,2
436260,7,4,2024,7,16,30,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Chelsea,61,1,1,2,2
436261,7,4,2024,7,17,0,32,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Nottingham,351,1,1,3,1
436270,13,4,2024,6,11,30,33,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Tottenham,73,2,0,4,0
436271,13,4,2024,6,14,0,33,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Wolverhampton,76,1,1,2,2
436266,13,4,2024,6,14,0,33,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Brighton Hove,397,0,0,1,1
436269,13,4,2024,6,14,0,33,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Luton Town,389,1,0,5,1
436265,13,4,2024,6,14,0,33,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Sheffield Utd,356,0,0,2,0
436263,13,4,2024,6,16,30,33,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Man United,66,2,1,2,2
436272,14,4,2024,7,13,0,33,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Fulham,63,0,1,0,2
436268,14,4,2024,7,13,0,33,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Crystal Palace,354,0,1,0,1
436264,14,4,2024,7,15,30,33,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Aston Villa,58,0,0,0,2
436239,30,3,2024,6,12,30,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,West Ham,563,1,2,4,3
436233,30,3,2024,6,15,0,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Everton,62,0,0,2,1
436241,30,3,2024,6,15,0,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Fulham,63,0,0,3,3
436236,30,3,2024,6,15,0,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Burnley,328,1,0,2,2
436242,30,3,2024,6,15,0,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Luton Town,389,0,1,2,1
436240,30,3,2024,6,15,0,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Crystal Palace,354,0,1,1,1
436234,30,3,2024,6,17,30,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Wolverhampton,76,1,0,2,0
436235,30,3,2024,6,20,0,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Man United,66,0,0,1,1
436237,31,3,2024,7,13,0,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Brighton Hove,397,1,1,2,1
436238,31,3,2024,7,15,30,30,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Arsenal,57,0,0,0,0
436250,2,4,2024,2,18,30,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Everton,62,1,0,1,1
436247,2,4,2024,2,18,30,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Fulham,63,3,0,3,1
436243,2,4,2024,2,18,45,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Crystal Palace,354,0,0,1,0
436246,2,4,2024,2,18,45,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Wolverhampton,76,1,1,1,1
436248,2,4,2024,2,19,15,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Tottenham,73,1,1,1,1
436245,3,4,2024,3,18,30,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Brighton Hove,397,0,0,0,0
436244,3,4,2024,3,18,30,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Luton Town,389,2,0,2,0
436252,3,4,2024,3,19,15,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Aston Villa,58,2,1,4,1
436251,4,4,2024,4,18,30,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Sheffield Utd,356,1,0,3,1
436249,4,4,2024,4,19,15,31,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Man United,66,2,2,4,3
436225,16,3,2024,6,15,0,29,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Brentford,402,1,0,2,1
436229,16,3,2024,6,15,0,29,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Nottingham,351,0,1,1,1
436228,16,3,2024,6,17,30,29,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Tottenham,73,1,0,3,0
436231,17,3,2024,7,14,0,29,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Aston Villa,58,1,0,1,1
436220,9,3,2024,6,12,30,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Everton,62,2,0,2,0
436218,9,3,2024,6,15,0,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Luton Town,389,1,0,1,1
436222,9,3,2024,6,15,0,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Fulham,63,0,0,2,1
436213,9,3,2024,6,15,0,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Sheffield Utd,356,0,1,2,2
436214,9,3,2024,6,17,30,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Brentford,402,1,1,2,1
436215,10,3,2024,7,13,0,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Tottenham,73,0,0,0,4
436216,10,3,2024,7,14,0,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Nottingham,351,1,0,1,0
436221,10,3,2024,7,14,0,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Burnley,328,0,2,2,2
436219,10,3,2024,7,15,45,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Man City,65,0,1,1,1
436217,11,3,2024,1,20,0,28,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Newcastle,67,1,1,3,2
436103,13,3,2024,3,19,30,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Luton Town,389,0,3,4,3
436202,25,2,2024,7,13,30,26,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Sheffield Utd,356,1,0,1,0
436201,26,2,2024,1,20,0,26,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Brentford,402,2,1,4,2
436209,2,3,2024,6,15,0,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Wolverhampton,76,2,0,3,0
436203,2,3,2024,6,15,0,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Chelsea,61,0,1,2,2
436205,2,3,2024,6,15,0,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,West Ham,563,0,0,1,3
436210,2,3,2024,6,15,0,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Liverpool,64,0,0,0,1
436212,2,3,2024,6,15,0,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Crystal Palace,354,0,0,3,1
436206,2,3,2024,6,15,0,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Brighton Hove,397,2,0,3,0
436207,2,3,2024,6,17,30,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Aston Villa,58,0,2,2,3
436204,3,3,2024,7,13,0,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Bournemouth,1044,0,1,0,2
436208,3,3,2024,7,15,30,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Man United,66,0,1,3,1
436211,4,3,2024,1,20,0,27,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Arsenal,57,0,5,0,6
436183,17,2,2024,6,12,30,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Liverpool,64,0,1,1,4
436184,17,2,2024,6,15,0,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Arsenal,57,0,2,0,5
436186,17,2,2024,6,15,0,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Aston Villa,58,0,1,1,2
436190,17,2,2024,6,15,0,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,West Ham,563,1,0,2,0
436192,17,2,2024,6,15,0,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Wolverhampton,76,0,1,1,2
436189,17,2,2024,6,15,0,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Bournemouth,1044,0,0,2,2
436188,17,2,2024,6,17,30,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Chelsea,61,0,1,1,1
436191,18,2,2024,7,14,0,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Brighton Hove,397,0,2,0,5
436187,18,2,2024,7,16,30,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Man United,66,1,2,1,2
436185,19,2,2024,1,20,0,25,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Crystal Palace,354,0,0,1,1
436118,20,2,2024,2,19,30,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Brentford,402,0,0,1,0
436199,21,2,2024,3,19,30,26,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Luton Town,389,0,1,4,1
436196,24,2,2024,6,15,0,26,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Everton,62,0,0,1,1
436198,24,2,2024,6,15,0,26,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Burnley,328,0,0,3,0
436195,24,2,2024,6,15,0,26,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Nottingham,351,3,1,4,2
436200,24,2,2024,6,15,0,26,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Fulham,63,0,0,1,2
436193,24,2,2024,6,17,30,26,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Man City,65,0,1,0,1
436194,24,2,2024,6,20,0,26,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Newcastle,67,2,0,4,1
436165,5,2,2024,1,20,0,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Man City,65,1,1,1,3
436178,10,2,2024,6,12,30,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Everton,62,0,0,2,0
436175,10,2,2024,6,15,0,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Bournemouth,1044,2,0,3,1
436177,10,2,2024,6,15,0,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Sheffield Utd,356,0,2,1,3
436180,10,2,2024,6,15,0,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Brighton Hove,397,0,1,2,1
436182,10,2,2024,6,15,0,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Brentford,402,0,1,0,2
436176,10,2,2024,6,15,0,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Burnley,328,1,1,3,1
436179,10,2,2024,6,17,30,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Newcastle,67,2,2,2,3
436181,11,2,2024,7,14,0,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Arsenal,57,0,4,0,6
436173,11,2,2024,7,16,30,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Man United,66,0,1,1,2
436174,12,2,2024,1,20,0,24,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Chelsea,61,1,0,1,3
436153,30,1,2024,2,19,30,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Arsenal,57,0,0,1,2
436156,30,1,2024,2,19,45,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Everton,62,0,0,0,0
436155,30,1,2024,2,19,45,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Brighton Hove,397,3,0,4,0
436157,30,1,2024,2,20,0,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Sheffield Utd,356,2,2,3,2
436158,30,1,2024,2,20,15,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Newcastle,67,0,2,1,3
436161,31,1,2024,3,19,30,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Burnley,328,2,0,3,1
436159,31,1,2024,3,19,30,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Brentford,402,0,1,3,2
436162,31,1,2024,3,20,15,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Chelsea,61,2,0,4,1
436154,1,2,2024,4,19,30,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Bournemouth,1044,0,1,1,1
436160,1,2,2024,4,20,15,22,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Man United,66,0,2,3,4
436169,3,2,2024,6,12,30,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Tottenham,73,1,2,2,2
436171,3,2,2024,6,15,0,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Luton Town,389,2,2,4,4
436167,3,2,2024,6,15,0,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Fulham,63,0,2,2,2
436166,3,2,2024,6,15,0,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Crystal Palace,354,3,0,4,1
436172,3,2,2024,6,17,30,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Aston Villa,58,0,4,0,5
436168,4,2,2024,7,14,0,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Wolverhampton,76,1,2,2,4
436163,4,2,2024,7,14,0,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Nottingham,351,1,1,1,1
436170,4,2,2024,7,14,0,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,West Ham,563,1,0,3,0
436164,4,2,2024,7,16,30,23,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Liverpool,64,1,1,3,1
436144,20,1,2024,6,12,30,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Crystal Palace,354,2,0,5,0
436145,20,1,2024,6,17,30,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Nottingham,351,1,1,3,2
436152,21,1,2024,7,14,0,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,West Ham,563,1,1,2,2
436143,21,1,2024,7,16,30,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Liverpool,64,0,0,0,4
436146,22,1,2024,1,19,45,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Wolverhampton,76,0,0,0,0
436147,12,1,2024,5,19,45,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Luton Town,389,1,0,1,1
436148,13,1,2024,6,12,30,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Fulham,63,1,0,1,0
436151,13,1,2024,6,17,30,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Man City,65,2,1,2,3
436149,14,1,2024,7,14,0,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Aston Villa,58,0,0,0,0
436150,14,1,2024,7,16,30,21,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Tottenham,73,2,1,2,2
436125,27,12,2023,3,19,30,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Wolverhampton,76,1,3,1,4
436128,27,12,2023,3,19,30,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Crystal Palace,354,1,1,2,1
436129,27,12,2023,3,20,15,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Man City,65,1,0,1,3
436126,28,12,2023,4,19,30,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Tottenham,73,2,0,4,2
436124,28,12,2023,4,20,15,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,West Ham,563,0,1,0,2
436137,30,12,2023,6,12,30,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Chelsea,61,0,2,2,3
436133,30,12,2023,6,15,0,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Burnley,328,2,1,3,2
436142,30,12,2023,6,15,0,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Everton,62,1,0,3,0
436138,30,12,2023,6,15,0,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Sheffield Utd,356,1,0,2,0
436134,30,12,2023,6,15,0,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Brentford,402,2,1,3,1
436139,30,12,2023,6,17,30,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Man United,66,0,0,2,1
436135,31,12,2023,7,14,0,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Arsenal,57,1,1,2,1
436140,31,12,2023,7,14,0,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Bournemouth,1044,1,0,3,1
436136,1,1,2024,1,20,0,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Newcastle,67,0,0,4,2
436141,2,1,2024,2,19,30,20,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Brighton Hove,397,0,0,0,0
436104,17,12,2023,7,14,0,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Brighton Hove,397,0,0,2,0
436112,17,12,2023,7,14,0,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Wolverhampton,76,2,0,3,0
436105,17,12,2023,7,14,0,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Aston Villa,58,1,0,1,2
436108,17,12,2023,7,16,30,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Man United,66,0,0,0,0
436114,21,12,2023,4,20,0,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Brighton Hove,397,1,0,1,1
436113,22,12,2023,5,20,0,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Sheffield Utd,356,0,0,1,1
436121,23,12,2023,6,12,30,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Man United,66,0,0,2,0
436115,23,12,2023,6,15,0,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Burnley,328,0,0,0,2
436117,23,12,2023,6,15,0,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Newcastle,67,1,0,1,0
436120,23,12,2023,6,15,0,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Everton,62,2,0,2,1
436119,23,12,2023,6,15,0,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Bournemouth,1044,0,0,2,3
436116,23,12,2023,6,17,30,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Arsenal,57,1,1,1,1
436122,24,12,2023,7,13,0,18,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Chelsea,61,0,0,2,1
436131,26,12,2023,2,12,30,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Nottingham,351,1,1,1,3
436132,26,12,2023,2,15,0,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Luton Town,389,0,1,2,3
436123,26,12,2023,2,15,0,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Fulham,63,1,0,3,0
436127,26,12,2023,2,17,30,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Liverpool,64,0,1,0,2
436130,26,12,2023,2,20,0,19,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Aston Villa,58,0,2,3,2
436085,7,12,2023,4,19,30,15,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Newcastle,67,0,0,3,0
436089,7,12,2023,4,20,15,15,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,West Ham,563,1,0,1,2
436095,9,12,2023,6,12,30,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Liverpool,64,0,0,1,2
436094,9,12,2023,6,15,0,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Burnley,328,0,1,1,1
436099,9,12,2023,6,15,0,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Bournemouth,1044,0,1,0,3
436102,9,12,2023,6,15,0,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Nottingham,351,1,1,1,1
436100,9,12,2023,6,15,0,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Sheffield Utd,356,Brentford,402,1,0,1,0
436093,9,12,2023,6,17,30,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Arsenal,57,1,0,1,0
436097,10,12,2023,7,14,0,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,West Ham,563,3,0,5,0
436096,10,12,2023,7,14,0,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Chelsea,61,0,0,2,0
436098,10,12,2023,7,14,0,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Luton Town,389,Man City,65,1,0,1,2
436101,10,12,2023,7,16,30,16,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Newcastle,67,2,0,4,1
436111,15,12,2023,5,20,0,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Tottenham,73,0,1,0,2
436109,16,12,2023,6,15,0,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Crystal Palace,354,1,0,2,2
436110,16,12,2023,6,15,0,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Fulham,63,0,0,3,0
436107,16,12,2023,6,15,0,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Sheffield Utd,356,0,0,2,0
436106,16,12,2023,6,17,30,17,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Everton,62,0,2,0,2
436066,27,11,2023,1,20,0,13,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Fulham,63,Wolverhampton,76,1,1,3,2
436075,2,12,2023,6,15,0,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Luton Town,389,0,0,3,1
436076,2,12,2023,6,15,0,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Sheffield Utd,356,2,0,5,0
436074,2,12,2023,6,15,0,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Wolverhampton,76,2,0,2,1
436081,2,12,2023,6,17,30,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Nottingham,351,Everton,62,0,0,0,1
436080,2,12,2023,6,20,0,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Man United,66,0,0,1,0
436073,3,12,2023,7,14,0,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Bournemouth,1044,Aston Villa,58,1,1,2,2
436077,3,12,2023,7,14,0,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Brighton Hove,397,2,1,3,2
436082,3,12,2023,7,14,0,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Crystal Palace,354,1,0,1,1
436078,3,12,2023,7,14,0,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Fulham,63,2,2,4,3
436079,3,12,2023,7,16,30,14,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Tottenham,73,2,1,3,3
436090,5,12,2023,2,19,30,15,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Burnley,328,1,0,1,0
