Date,open,high,low,close,rsi,sma,ema,stochastic,bollinger_lower,bollinger_upper,macd,macd_signal,buy_sell
2015-01-30 00:00:00-05:00,13.597332954406738,13.83133316040039,13.533332824707031,13.573332786560059,47.005864815307305,13.315238067081996,13.537826719133314,78.74679467379863,12.555529626527628,14.545203558286824,-0.21237294435484522,-0.3324968295559102,1
2015-02-02 00:00:00-05:00,13.597999572753906,14.130000114440918,13.553333282470703,14.062666893005371,58.08482220097256,13.356809479849678,13.607805408982923,96.25232623934282,12.627754941042266,14.417178187314668,-0.15299347058220825,-0.29959072566989836,0
2015-02-03 00:00:00-05:00,14.214667320251465,14.691332817077637,14.084667205810547,14.557332992553711,61.88309375832778,13.423999922616142,13.734409086792361,94.3172249450161,12.563346792006314,14.53671967909354,-0.06526703195782879,-0.25751964964701046,0
2015-02-04 00:00:00-05:00,14.552666664123535,14.76533317565918,14.453332901000977,14.569999694824219,76.93748519197901,13.547142778124128,13.845821167863276,91.49244599550327,12.511360536729926,14.63717261680401,0.005218741298893548,-0.21161927195760122,0
2015-02-05 00:00:00-05:00,14.658666610717773,15.031999588012695,14.642666816711426,14.732666969299316,79.3429915368675,13.685809476034981,13.964067274721415,88.31948781441757,12.442743173581011,14.772723421115035,0.07335947168552082,-0.1616050057690502,0
2015-02-06 00:00:00-05:00,14.800000190734863,14.893333435058594,14.433333396911621,14.490667343139648,73.33333150110717,13.801476206098284,14.03428061717718,78.87621499498911,12.413805155120933,14.84659485403434,0.10660526495363953,-0.11419070953135563,1
2015-02-09 00:00:00-05:00,14.358667373657227,14.528667449951172,14.13266658782959,14.498666763305664,75.03429105332192,13.923142910003662,14.096198769994311,77.75926283115628,12.390191425706274,14.942341933821314,0.13207579445098006,-0.06894604087756602,0
2015-02-10 00:00:00-05:00,14.50333309173584,14.699999809265137,14.333333015441895,14.419333457946777,70.72298835507462,14.017047677721296,14.13928339505464,69.6499545288122,12.397436787965594,15.028963205930891,0.14419761748207982,-0.022714125824414566,1
2015-02-11 00:00:00-05:00,14.147333145141602,14.315999984741211,13.8186674118042,14.186667442321777,62.146910568499166,14.070285865238734,14.145601268023594,56.24573018311344,12.410142679927985,15.073257378818353,0.1334912426277306,0.018257187289329124,0
2015-02-12 00:00:00-05:00,12.904666900634766,13.53933334350586,12.885333061218262,13.525333404541016,51.42959744797517,14.077857289995466,14.062898886225916,29.81368253216541,12.507147113573836,15.044186313855363,0.07082579786044363,0.049723714202138995,0
2015-02-13 00:00:00-05:00,13.526666641235352,13.732666969299316,13.394000053405762,13.584667205810547,47.28727856261052,14.064619200570244,13.999134662170533,32.57767966581117,12.629493823762532,15.001173004392987,0.025654988553039715,0.06957354299494432,0
2015-02-17 00:00:00-05:00,13.713333129882812,13.713333129882812,13.433333396911621,13.623332977294922,48.409746343195344,14.056857245309013,13.949027770853785,34.378880318159986,12.748208986421938,14.95765782723773,-0.006943162193929098,0.07605397296871096,1
2015-02-18 00:00:00-05:00,13.611332893371582,13.744667053222656,13.506667137145996,13.630666732788086,55.68715190235573,14.081095354897636,13.906579632445027,34.72051491308309,12.900721305012315,14.888678891063126,-0.03181887060655342,0.07193868275699462,0
2015-02-19 00:00:00-05:00,13.666666984558105,14.162667274475098,13.583333015441895,14.11400032043457,57.05003039487309,14.112095355987549,13.934235724176965,57.23605617734434,13.019967185762056,14.870366371366849,-0.012389252022350306,0.06241104678945339,0
2015-02-20 00:00:00-05:00,14.052000045776367,14.506667137145996,13.987333297729492,14.473999977111816,63.51811943125357,14.176428726741246,14.006204291234946,74.00622761216077,13.074735099592276,14.918865173540047,0.031692493008156575,0.05408740546217751,0
2015-02-23 00:00:00-05:00,14.37733268737793,14.546667098999023,13.755332946777344,13.822667121887207,46.564887371745314,14.15928588594709,13.981732668655248,43.664633000480244,13.131150001512136,14.902783638014231,0.01391012823627058,0.04095788699387645,1
2015-02-24 00:00:00-05:00,13.81933307647705,13.81933307647705,13.446666717529297,13.607333183288574,35.22091033472665,14.091428756713867,13.931812737273024,33.6335482506665,13.110569209527148,14.907097702551711,-0.017358080042862767,0.0230072539355495,1
2015-02-25 00:00:00-05:00,13.662667274475098,13.809332847595215,13.505332946777344,13.583999633789062,34.71159681401399,14.021000180925641,13.885437656808497,32.5465815882499,13.091207812923454,14.911659027439097,-0.04351951691629807,0.0033393917639907597,1
2015-02-26 00:00:00-05:00,13.600000381469727,14.072667121887207,13.481332778930664,13.812666893005371,36.021068165496494,13.955285889761788,13.875734888301414,46.18195513647086,13.174860037388667,14.880140172419681,-0.04527915741337374,-0.009561158821988948,0
