id,date,status,league_name,league_id,league_type,stage,home_team,home_team_id,away_team,away_team_id,venue,home_odds,draw_odds,away_odds,home/away,draw,both_score,>1.5,>2.5,>3.5,>4.5,elevation,temperature_2m,rain,cloud_cover,wind_speed_10m,wind_direction_10m,relative_humidity_2m
327347,2021-08-21 11:30:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Burnley,328,Anfield,1.26,5.8,10.72,1,0,1,0,0,0,0,59.0,17.5,0.2,88.0,15.0,150.0,83.0
327348,2021-08-21 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leeds United,341,Everton,62,Elland Road,2.35,3.5,2.86,0,1,1,1,0,0,0,43.0,17.7,0.2,89.0,8.7,163.0,87.0
327346,2021-08-21 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Norwich,68,Etihad Stadium,1.11,9.11,21.77,1,0,1,1,0,0,0,0.0,11.5,0.0,100.0,35.1,232.0,86.0
327349,2021-08-21 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Brentford,402,Selhurst Park,2.05,3.37,3.62,0,1,0,0,0,0,0,55.0,20.1,0.0,51.0,9.0,182.0,74.0
327351,2021-08-21 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Newcastle,67,Villa Park,1.73,3.82,4.51,1,0,1,0,0,0,0,100.0,17.8,0.2,74.0,13.6,169.0,82.0
327350,2021-08-21 16:30:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Watford,346,The American Express Community Stadium,1.72,3.62,4.85,1,0,1,0,0,0,0,68.0,17.5,0.0,11.0,13.2,227.0,89.0
327345,2021-08-22 13:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Southampton,340,Man United,66,St. Mary's Stadium,4.12,3.77,1.81,0,1,1,0,0,0,0,6.0,21.4,0.0,67.0,16.8,332.0,62.0
327343,2021-08-22 13:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Tottenham,73,Molineux Stadium,3.5,3.36,2.08,0,0,1,0,0,0,0,130.0,20.2,0.0,60.0,13.9,323.0,66.0
327352,2021-08-22 15:30:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Chelsea,61,Emirates Stadium,3.18,3.4,2.2,0,0,1,0,0,0,0,30.0,20.6,0.0,73.0,13.0,332.0,68.0
327344,2021-08-23 19:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Leicester City,338,London Stadium,2.86,3.43,2.37,1,0,1,1,0,0,0,10.0,15.0,0.0,4.0,13.9,37.0,73.0
327338,2021-08-28 11:30:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man City,65,Arsenal,57,Etihad Stadium,1.35,5.2,8.29,1,0,1,1,0,0,0,0.0,12.1,0.0,92.0,34.2,145.0,90.0
327336,2021-08-28 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Norwich,68,Leicester City,338,Carrow Road,4.91,3.64,1.73,0,0,1,0,0,0,0,3.0,17.7,0.0,11.0,20.6,16.0,66.0
327337,2021-08-28 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Newcastle,67,Southampton,340,St James' Park,2.58,3.46,2.62,0,1,1,1,0,0,0,80.0,19.1,0.0,24.0,7.3,70.0,66.0
327341,2021-08-28 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brighton Hove,397,Everton,62,The American Express Community Stadium,2.37,3.25,3.04,0,0,1,0,0,0,0,68.0,19.3,0.0,55.0,16.7,25.0,59.0
327334,2021-08-28 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,West Ham,563,Crystal Palace,354,London Stadium,1.66,3.83,5.13,0,1,1,1,0,0,0,10.0,19.2,0.0,89.0,21.4,25.0,63.0
327342,2021-08-28 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Aston Villa,58,Brentford,402,Villa Park,1.99,3.63,3.53,0,1,1,0,0,0,0,100.0,19.7,0.0,87.0,11.6,26.0,51.0
327339,2021-08-28 16:30:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Liverpool,64,Chelsea,61,Anfield,2.32,3.44,2.98,0,1,1,0,0,0,0,59.0,16.2,0.0,0.0,10.2,315.0,72.0
327340,2021-08-29 13:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Burnley,328,Leeds United,341,Turf Moor,2.96,3.56,2.28,0,1,1,0,0,0,0,121.0,16.2,0.0,90.0,12.7,43.0,73.0
327335,2021-08-29 13:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Tottenham,73,Watford,346,Tottenham Hotspur Stadium,1.42,4.45,7.7,1,0,1,0,0,0,0,13.0,17.9,0.0,90.0,15.7,16.0,59.0
327333,2021-08-29 15:30:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Wolverhampton,76,Man United,66,Molineux Stadium,4.92,3.65,1.72,0,0,1,0,0,0,0,130.0,16.6,0.0,90.0,12.8,38.0,61.0
327329,2021-09-11 11:30:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Crystal Palace,354,Tottenham,73,Selhurst Park,4.91,3.77,1.72,1,0,1,0,0,0,0,55.0,20.0,0.0,86.0,13.9,249.0,65.0
327331,2021-09-11 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Brentford,402,Brighton Hove,397,Brentford Community Stadium,3.16,3.08,2.45,0,0,1,0,0,0,0,10.0,21.0,0.0,100.0,11.4,257.0,54.0
327324,2021-09-11 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Southampton,340,West Ham,563,St. Mary's Stadium,2.87,3.5,2.4,0,1,0,0,0,0,0,6.0,19.6,0.0,100.0,13.1,278.0,66.0
327326,2021-09-11 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leicester City,338,Man City,65,King Power Stadium,4.83,3.96,1.69,0,0,1,0,0,0,0,54.0,20.4,0.0,64.0,17.2,259.0,55.0
327332,2021-09-11 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Arsenal,57,Norwich,68,Emirates Stadium,1.46,4.51,6.85,1,0,1,0,0,0,0,30.0,20.9,0.0,94.0,13.6,248.0,53.0
327325,2021-09-11 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Man United,66,Newcastle,67,Old Trafford,1.24,6.31,11.36,1,0,1,1,0,0,0,32.0,17.0,0.1,85.0,16.1,280.0,81.0
327323,2021-09-11 14:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Watford,346,Wolverhampton,76,Vicarage Road Stadium,3.1,3.18,2.41,0,0,1,0,0,0,0,72.0,20.2,0.0,100.0,13.8,250.0,59.0
327330,2021-09-11 16:30:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Chelsea,61,Aston Villa,58,Stamford Bridge,1.31,5.31,9.83,1,0,1,0,0,0,0,9.0,19.0,0.0,44.0,12.7,263.0,68.0
327327,2021-09-12 15:30:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Leeds United,341,Liverpool,64,Elland Road,4.84,4.25,1.64,0,0,1,0,0,0,0,43.0,16.5,0.0,100.0,7.4,51.0,66.0
327328,2021-09-13 19:00:00+00:00,FINISHED,Premier League,2021,LEAGUE,REGULAR_SEASON,Everton,62,Burnley,328,Goodison Park,1.7,3.82,4.94,1,0,1,1,0,0,0,41.0,15.7,0.0,100.0,15.8,114.0,75.0
