day,month,year,weekday,hour,minute,matchday,homeId,awayId,scoreHomeHt,scoreAwayHt,target
14.0,4.0,2024.0,7.0,15.0,30.0,33.0,57.0,58.0,0.0,0.0,0.0
3.0,9.0,2023.0,7.0,13.0,0.0,4.0,354.0,76.0,0.0,0.0,1.0
21.0,1.0,2023.0,6.0,15.0,0.0,21.0,340.0,58.0,0.0,0.0,0.0
20.0,11.0,2021.0,6.0,15.0,0.0,18.0,1081.0,715.0,1.0,0.0,0.0
29.0,12.0,2023.0,5.0,19.0,45.0,25.0,715.0,338.0,0.0,1.0,0.0
21.0,10.0,2023.0,6.0,19.0,0.0,9.0,356.0,66.0,1.0,1.0,0.0
29.0,4.0,2023.0,6.0,14.0,0.0,34.0,402.0,351.0,0.0,1.0,1.0
16.0,10.0,2021.0,6.0,14.0,0.0,8.0,340.0,341.0,0.0,0.0,1.0
18.0,4.0,2022.0,1.0,14.0,0.0,43.0,357.0,1077.0,0.0,1.0,0.0
30.0,12.0,2022.0,5.0,19.0,45.0,25.0,70.0,328.0,0.0,0.0,0.0
20.0,11.0,2021.0,6.0,15.0,0.0,18.0,63.0,357.0,2.0,0.0,1.0
17.0,2.0,2024.0,6.0,15.0,0.0,25.0,351.0,563.0,1.0,0.0,1.0
29.0,8.0,2021.0,7.0,15.0,30.0,3.0,76.0,66.0,0.0,0.0,0.0
16.0,12.0,2023.0,6.0,15.0,0.0,17.0,61.0,356.0,0.0,0.0,1.0
18.0,9.0,2021.0,6.0,14.0,0.0,8.0,63.0,355.0,0.0,1.0,0.0
15.0,10.0,2022.0,6.0,18.0,45.0,15.0,346.0,68.0,2.0,1.0,1.0
29.0,12.0,2023.0,5.0,19.0,45.0,25.0,394.0,343.0,0.0,0.0,0.0
3.0,3.0,2023.0,5.0,20.0,0.0,35.0,322.0,74.0,1.0,0.0,1.0
30.0,7.0,2022.0,6.0,14.0,0.0,1.0,715.0,68.0,0.0,0.0,1.0
5.0,11.0,2023.0,7.0,12.0,0.0,15.0,68.0,59.0,0.0,2.0,0.0
