HomeTeam,AwayTeam,AvgH,AvgD,AvgA,DayOfYear,DayOfWeek,HourOfDay,MinuteOfHour,target
53.0,31.0,4.78,4.08,1.7,291.0,5.0,20.0,0.0,1.0
53.0,31.0,4.78,4.08,1.7,291.0,5.0,20.0,0.0,1.0
53.0,31.0,4.78,4.08,1.7,291.0,5.0,20.0,0.0,1.0
53.0,31.0,4.78,4.08,1.7,291.0,5.0,20.0,0.0,1.0
53.0,31.0,4.78,4.08,1.7,291.0,5.0,20.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.91,3.54,1.76,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.73,3.28,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.07,3.33,3.56,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,1.49,4.85,6.09,291.0,5.0,17.0,30.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,2.17,3.3,3.35,291.0,5.0,13.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.96,3.54,3.82,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.68,3.61,5.23,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.85,3.64,4.01,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.35,3.59,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.81,3.0,2.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.74,3.74,4.77,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,1.59,4.07,5.65,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.55,3.42,2.62,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,2.06,3.52,3.39,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.12,3.49,1.87,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.12,3.49,1.87,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.12,3.49,1.87,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.12,3.49,1.87,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.12,3.49,1.87,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.12,3.49,1.87,291.0,5.0,15.0,0.0,1.0
53.0,31.0,4.12,3.49,1.87,291.0,5.0,15.0,0.0,1.0
