id,day,month,year,weekday,hour,minute,matchday,leagueType,homeId,awayId,scoreHomeHt,scoreAwayHt,scoreHomeFt,scoreAwayFt,h2hHomeWins,h2hHomeLosses,h2hAwayWins,h2hAwayLosses,h2hDraws,h2hAvgGoals,target
391979.0,8.0,4.0,2022.0,5.0,0.0,0.0,1.0,1.0,2051.0,2078.0,2.0,1.0,4.0,1.0,3.0,-2.0,3.0,-3.0,0.0,3.2,2.5
436694.0,12.0,8.0,2023.0,6.0,14.0,0.0,2.0,0.0,322.0,345.0,1.0,1.0,4.0,2.0,4.0,-1.0,4.0,-4.0,0.0,3.0,3.0
327244.0,20.0,11.0,2021.0,6.0,15.0,0.0,12.0,0.0,346.0,66.0,2.0,0.0,4.0,1.0,2.0,-2.0,2.0,-2.0,1.0,2.2,2.5
442027.0,30.0,3.0,2024.0,6.0,14.0,30.0,27.0,0.0,721.0,15.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,-1.0,2.0,2.4,0.0
391961.0,3.0,5.0,2022.0,2.0,22.0,15.0,4.0,1.0,5167.0,9379.0,0.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,2.0,0.5
422445.0,5.0,11.0,2022.0,6.0,15.0,0.0,20.0,0.0,59.0,394.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,-1.0,3.0,2.0,0.5
422546.0,17.0,9.0,2022.0,6.0,14.0,0.0,11.0,0.0,69.0,70.0,0.0,0.0,0.0,0.0,2.0,-2.0,2.0,-2.0,1.0,1.8,0.0
441550.0,8.0,10.0,2023.0,7.0,10.0,15.0,8.0,0.0,684.0,675.0,0.0,1.0,0.0,2.0,0.0,-5.0,0.0,0.0,0.0,3.6,1.0
327970.0,11.0,12.0,2021.0,6.0,15.0,0.0,22.0,0.0,332.0,715.0,2.0,0.0,2.0,2.0,1.0,-4.0,1.0,-1.0,0.0,1.8,2.0
441916.0,16.0,12.0,2023.0,6.0,17.0,30.0,15.0,0.0,721.0,2.0,1.0,1.0,3.0,1.0,4.0,0.0,4.0,-4.0,1.0,3.0,2.0
441564.0,28.0,10.0,2023.0,6.0,18.0,0.0,10.0,0.0,1911.0,718.0,0.0,0.0,0.0,0.0,1.0,-2.0,1.0,-1.0,2.0,2.0,0.0
