day,month,year,weekday,hour,minute,matchday,leagueId,homeId,awayId,agHomeWins,agDraws,agAwayWins,avgGoals,target
16.0,12.0,2023.0,6.0,15.0,0.0,17.0,2021.0,67.0,63.0,5.0,0.0,0.0,2.4,1.0
16.0,12.0,2023.0,6.0,15.0,0.0,22.0,2016.0,340.0,59.0,2.0,2.0,1.0,2.8,1.0
16.0,12.0,2023.0,6.0,15.0,0.0,22.0,2016.0,1081.0,346.0,0.0,3.0,2.0,1.4,0.0
16.0,12.0,2023.0,6.0,15.0,0.0,22.0,2016.0,387.0,71.0,1.0,3.0,1.0,2.8,1.0
16.0,12.0,2023.0,6.0,15.0,0.0,22.0,2016.0,322.0,715.0,5.0,0.0,0.0,3.2,1.0
16.0,12.0,2023.0,6.0,15.0,0.0,17.0,2021.0,61.0,356.0,4.0,1.0,0.0,3.2,1.0
16.0,12.0,2023.0,6.0,15.0,0.0,22.0,2016.0,345.0,69.0,3.0,1.0,1.0,3.0,1.0
16.0,12.0,2023.0,6.0,16.0,0.0,16.0,2015.0,533.0,522.0,3.0,1.0,1.0,1.8,1.0
16.0,12.0,2023.0,6.0,17.0,30.0,17.0,2021.0,328.0,62.0,1.0,0.0,4.0,3.0,0.0
16.0,12.0,2023.0,6.0,17.0,30.0,16.0,2019.0,113.0,104.0,2.0,3.0,0.0,2.2,1.0
16.0,12.0,2023.0,6.0,17.0,30.0,15.0,2002.0,721.0,2.0,4.0,1.0,0.0,3.0,1.0
16.0,12.0,2023.0,6.0,19.0,45.0,16.0,2019.0,586.0,445.0,2.0,2.0,1.0,3.2,1.0
16.0,12.0,2023.0,6.0,20.0,0.0,16.0,2015.0,546.0,547.0,3.0,2.0,0.0,2.4,1.0
16.0,12.0,2023.0,6.0,20.0,0.0,16.0,2003.0,673.0,1919.0,4.0,0.0,1.0,3.2,0.0
17.0,12.0,2023.0,7.0,11.0,15.0,16.0,2003.0,1911.0,679.0,1.0,1.0,0.0,3.5,1.0
17.0,12.0,2023.0,7.0,11.0,30.0,16.0,2019.0,98.0,5911.0,3.0,0.0,1.0,3.75,1.0
17.0,12.0,2023.0,7.0,12.0,0.0,16.0,2015.0,543.0,512.0,1.0,2.0,2.0,2.2,0.0
17.0,12.0,2023.0,7.0,13.0,30.0,16.0,2003.0,671.0,675.0,0.0,1.0,4.0,3.4,0.0
17.0,12.0,2023.0,7.0,14.0,0.0,17.0,2021.0,402.0,58.0,1.0,2.0,2.0,3.6,0.0
17.0,12.0,2023.0,7.0,14.0,0.0,17.0,2021.0,563.0,76.0,4.0,0.0,1.0,2.0,1.0
17.0,12.0,2023.0,7.0,14.0,0.0,16.0,2015.0,525.0,576.0,2.0,2.0,1.0,2.4,0.0
17.0,12.0,2023.0,7.0,14.0,0.0,17.0,2021.0,57.0,397.0,3.0,0.0,2.0,3.6,1.0
17.0,12.0,2023.0,7.0,14.0,30.0,15.0,2002.0,17.0,1.0,3.0,1.0,1.0,1.2,1.0
17.0,12.0,2023.0,7.0,17.0,0.0,16.0,2019.0,103.0,100.0,2.0,2.0,1.0,1.4,1.0
17.0,12.0,2023.0,7.0,18.0,30.0,15.0,2002.0,5.0,10.0,2.0,2.0,1.0,3.6,1.0
17.0,12.0,2023.0,7.0,19.0,0.0,16.0,2003.0,682.0,674.0,2.0,0.0,3.0,3.4,0.0
17.0,12.0,2023.0,7.0,19.0,45.0,16.0,2019.0,110.0,108.0,1.0,1.0,3.0,3.0,0.0
18.0,12.0,2023.0,1.0,19.0,45.0,16.0,2019.0,102.0,455.0,3.0,1.0,1.0,4.2,1.0
18.0,12.0,2023.0,1.0,20.0,0.0,22.0,2016.0,332.0,338.0,0.0,0.0,5.0,2.6,0.0
20.0,12.0,2023.0,3.0,17.0,30.0,16.0,2002.0,28.0,1.0,3.0,1.0,1.0,1.8,1.0
20.0,12.0,2023.0,3.0,19.0,30.0,16.0,2002.0,10.0,16.0,4.0,1.0,0.0,2.8,1.0
20.0,12.0,2023.0,3.0,19.0,30.0,16.0,2002.0,19.0,18.0,2.0,3.0,0.0,2.6,1.0
20.0,12.0,2023.0,3.0,19.0,30.0,16.0,2002.0,3.0,36.0,3.0,1.0,1.0,2.8,1.0
20.0,12.0,2023.0,3.0,19.0,30.0,16.0,2002.0,44.0,17.0,1.0,1.0,2.0,3.0,1.0
20.0,12.0,2023.0,3.0,19.0,30.0,16.0,2002.0,11.0,5.0,0.0,1.0,4.0,3.4,0.0
20.0,12.0,2023.0,3.0,20.0,0.0,17.0,2015.0,524.0,545.0,5.0,0.0,0.0,3.6,1.0
20.0,12.0,2023.0,3.0,20.0,0.0,17.0,2015.0,511.0,548.0,2.0,0.0,3.0,2.8,0.0
20.0,12.0,2023.0,3.0,20.0,0.0,17.0,2015.0,512.0,525.0,2.0,0.0,3.0,2.4,1.0
20.0,12.0,2023.0,3.0,20.0,0.0,17.0,2015.0,522.0,546.0,3.0,1.0,1.0,2.0,1.0
20.0,12.0,2023.0,3.0,20.0,0.0,17.0,2015.0,541.0,529.0,2.0,0.0,3.0,3.2,0.0
20.0,12.0,2023.0,3.0,20.0,0.0,17.0,2015.0,576.0,521.0,1.0,0.0,4.0,2.0,1.0
20.0,12.0,2023.0,3.0,20.0,0.0,17.0,2015.0,547.0,533.0,2.0,2.0,1.0,1.4,1.0
20.0,12.0,2023.0,3.0,20.0,0.0,17.0,2015.0,523.0,543.0,3.0,2.0,0.0,2.4,1.0
22.0,12.0,2023.0,5.0,17.0,30.0,17.0,2019.0,445.0,110.0,0.0,2.0,3.0,3.2,0.0
22.0,12.0,2023.0,5.0,17.0,30.0,17.0,2019.0,471.0,107.0,1.0,2.0,2.0,3.0,0.0
22.0,12.0,2023.0,5.0,19.0,45.0,23.0,2016.0,72.0,1081.0,3.0,0.0,2.0,2.8,1.0
22.0,12.0,2023.0,5.0,19.0,45.0,17.0,2019.0,5911.0,99.0,1.0,1.0,3.0,3.0,0.0
22.0,12.0,2023.0,5.0,19.0,45.0,23.0,2016.0,387.0,322.0,3.0,1.0,1.0,3.2,1.0
23.0,12.0,2023.0,6.0,11.0,30.0,17.0,2019.0,470.0,109.0,0.0,0.0,5.0,3.4,0.0
23.0,12.0,2023.0,6.0,12.0,30.0,18.0,2021.0,563.0,66.0,2.0,0.0,3.0,2.2,1.0
23.0,12.0,2023.0,6.0,12.0,30.0,23.0,2016.0,341.0,349.0,3.0,0.0,2.0,3.8,1.0
23.0,12.0,2023.0,6.0,14.0,0.0,17.0,2019.0,103.0,102.0,3.0,0.0,2.0,2.0,1.0
23.0,12.0,2023.0,6.0,15.0,0.0,23.0,2016.0,338.0,385.0,3.0,0.0,2.0,3.4,1.0
23.0,12.0,2023.0,6.0,15.0,0.0,23.0,2016.0,59.0,346.0,2.0,1.0,2.0,2.6,0.0
23.0,12.0,2023.0,6.0,15.0,0.0,23.0,2016.0,345.0,715.0,3.0,0.0,2.0,3.4,0.0
23.0,12.0,2023.0,6.0,15.0,0.0,23.0,2016.0,343.0,74.0,2.0,1.0,2.0,2.8,1.0
23.0,12.0,2023.0,6.0,15.0,0.0,18.0,2021.0,351.0,1044.0,0.0,2.0,3.0,3.0,0.0
23.0,12.0,2023.0,6.0,15.0,0.0,23.0,2016.0,69.0,340.0,1.0,0.0,4.0,2.2,0.0
23.0,12.0,2023.0,6.0,15.0,0.0,23.0,2016.0,68.0,394.0,4.0,1.0,0.0,3.6,1.0
23.0,12.0,2023.0,6.0,15.0,0.0,23.0,2016.0,71.0,1076.0,0.0,2.0,3.0,1.8,0.0
23.0,12.0,2023.0,6.0,15.0,0.0,18.0,2021.0,63.0,328.0,0.0,2.0,3.0,2.6,0.0
23.0,12.0,2023.0,6.0,15.0,0.0,18.0,2021.0,389.0,67.0,2.0,2.0,1.0,3.4,1.0
23.0,12.0,2023.0,6.0,15.0,0.0,18.0,2021.0,73.0,62.0,3.0,2.0,0.0,3.2,1.0
23.0,12.0,2023.0,6.0,17.0,0.0,17.0,2019.0,450.0,104.0,3.0,2.0,0.0,1.8,1.0
23.0,12.0,2023.0,6.0,17.0,0.0,17.0,2019.0,108.0,5890.0,4.0,1.0,0.0,2.6,1.0
23.0,12.0,2023.0,6.0,19.0,45.0,17.0,2019.0,100.0,113.0,1.0,2.0,2.0,2.4,1.0
4.0,12.0,2023.0,1.0,19.0,45.0,14.0,2019.0,586.0,102.0,1.0,1.0,3.0,4.2,1.0
5.0,12.0,2023.0,2.0,19.0,30.0,15.0,2021.0,76.0,328.0,1.0,2.0,2.0,1.6,1.0
5.0,12.0,2023.0,2.0,20.0,15.0,15.0,2021.0,389.0,57.0,1.0,1.0,3.0,2.8,0.0
6.0,12.0,2023.0,3.0,18.0,0.0,10.0,2003.0,682.0,1915.0,3.0,1.0,1.0,3.0,0.0
6.0,12.0,2023.0,3.0,19.0,0.0,7.0,2003.0,683.0,678.0,0.0,0.0,5.0,4.8,0.0
6.0,12.0,2023.0,3.0,19.0,30.0,15.0,2021.0,356.0,64.0,0.0,0.0,5.0,2.6,0.0
6.0,12.0,2023.0,3.0,19.0,30.0,15.0,2021.0,63.0,351.0,3.0,0.0,2.0,3.4,1.0
6.0,12.0,2023.0,3.0,19.0,30.0,15.0,2021.0,397.0,402.0,2.0,2.0,1.0,2.6,1.0
6.0,12.0,2023.0,3.0,19.0,30.0,15.0,2021.0,354.0,1044.0,2.0,0.0,3.0,1.4,0.0
6.0,12.0,2023.0,3.0,20.0,0.0,10.0,2015.0,516.0,523.0,3.0,0.0,2.0,2.2,1.0
6.0,12.0,2023.0,3.0,20.0,15.0,15.0,2021.0,66.0,61.0,2.0,2.0,1.0,3.8,1.0
6.0,12.0,2023.0,3.0,20.0,15.0,15.0,2021.0,58.0,65.0,1.0,1.0,3.0,3.4,1.0
7.0,12.0,2023.0,4.0,17.0,45.0,15.0,2003.0,674.0,673.0,4.0,1.0,0.0,4.2,1.0
8.0,12.0,2023.0,5.0,19.0,30.0,14.0,2002.0,2.0,36.0,2.0,0.0,3.0,4.8,1.0
8.0,12.0,2023.0,5.0,19.0,45.0,15.0,2019.0,109.0,113.0,1.0,1.0,3.0,2.6,1.0
9.0,12.0,2023.0,6.0,14.0,30.0,14.0,2002.0,12.0,16.0,2.0,0.0,3.0,2.2,1.0
9.0,12.0,2023.0,6.0,14.0,30.0,14.0,2002.0,19.0,5.0,1.0,1.0,3.0,3.8,1.0
9.0,12.0,2023.0,6.0,14.0,30.0,14.0,2002.0,44.0,55.0,3.0,1.0,1.0,3.2,1.0
9.0,12.0,2023.0,6.0,15.0,0.0,20.0,2016.0,70.0,345.0,2.0,2.0,1.0,1.8,0.0
9.0,12.0,2023.0,6.0,15.0,0.0,16.0,2021.0,66.0,1044.0,3.0,1.0,1.0,3.6,0.0
9.0,12.0,2023.0,6.0,15.0,0.0,20.0,2016.0,338.0,1138.0,4.0,0.0,1.0,3.2,1.0
9.0,12.0,2023.0,6.0,15.0,0.0,20.0,2016.0,385.0,72.0,0.0,2.0,3.0,2.4,0.0
9.0,12.0,2023.0,6.0,15.0,0.0,16.0,2021.0,356.0,402.0,3.0,1.0,1.0,2.4,1.0
9.0,12.0,2023.0,6.0,16.0,0.0,15.0,2015.0,529.0,548.0,1.0,1.0,3.0,2.6,0.0
9.0,12.0,2023.0,6.0,17.0,0.0,15.0,2019.0,102.0,98.0,2.0,2.0,1.0,2.8,1.0
9.0,12.0,2023.0,6.0,17.0,30.0,14.0,2002.0,4.0,721.0,1.0,0.0,4.0,3.6,0.0
9.0,12.0,2023.0,6.0,17.0,30.0,16.0,2021.0,58.0,57.0,2.0,0.0,3.0,2.6,1.0
9.0,12.0,2023.0,6.0,17.0,45.0,15.0,2003.0,678.0,6806.0,4.0,1.0,0.0,3.0,1.0
9.0,12.0,2023.0,6.0,19.0,0.0,15.0,2003.0,684.0,1915.0,1.0,2.0,2.0,2.8,0.0
9.0,12.0,2023.0,6.0,19.0,45.0,15.0,2019.0,108.0,115.0,4.0,0.0,1.0,3.6,1.0
9.0,12.0,2023.0,6.0,20.0,0.0,15.0,2003.0,682.0,1911.0,2.0,1.0,0.0,3.0,1.0
9.0,12.0,2023.0,6.0,20.0,0.0,15.0,2015.0,524.0,543.0,4.0,0.0,1.0,3.6,1.0
10.0,12.0,2023.0,7.0,11.0,15.0,15.0,2003.0,718.0,676.0,1.0,2.0,2.0,2.8,0.0
10.0,12.0,2023.0,7.0,12.0,0.0,15.0,2015.0,522.0,547.0,2.0,3.0,0.0,1.6,1.0
10.0,12.0,2023.0,7.0,13.0,30.0,15.0,2003.0,1920.0,683.0,2.0,1.0,2.0,1.8,1.0
10.0,12.0,2023.0,7.0,14.0,0.0,15.0,2015.0,576.0,533.0,3.0,1.0,1.0,2.4,1.0
10.0,12.0,2023.0,7.0,14.0,0.0,15.0,2019.0,5911.0,107.0,2.0,0.0,0.0,3.0,1.0
10.0,12.0,2023.0,7.0,14.0,0.0,16.0,2021.0,63.0,563.0,2.0,1.0,2.0,2.4,1.0
10.0,12.0,2023.0,7.0,14.0,0.0,16.0,2021.0,62.0,61.0,2.0,1.0,2.0,2.8,1.0
10.0,12.0,2023.0,7.0,14.0,0.0,15.0,2015.0,545.0,512.0,2.0,0.0,3.0,3.6,0.0
10.0,12.0,2023.0,7.0,14.0,0.0,16.0,2021.0,389.0,65.0,0.0,1.0,4.0,5.0,0.0
10.0,12.0,2023.0,7.0,15.0,45.0,15.0,2003.0,679.0,671.0,3.0,1.0,1.0,2.4,1.0
10.0,12.0,2023.0,7.0,16.0,5.0,15.0,2015.0,523.0,511.0,4.0,1.0,0.0,3.2,1.0
10.0,12.0,2023.0,7.0,16.0,30.0,16.0,2021.0,73.0,67.0,2.0,0.0,3.0,5.0,1.0
10.0,12.0,2023.0,7.0,17.0,0.0,15.0,2019.0,455.0,103.0,0.0,3.0,2.0,2.8,0.0
10.0,12.0,2023.0,7.0,19.0,45.0,15.0,2015.0,525.0,516.0,0.0,1.0,4.0,3.4,0.0
11.0,12.0,2023.0,1.0,19.0,45.0,15.0,2019.0,104.0,471.0,3.0,1.0,1.0,2.2,1.0
12.0,12.0,2023.0,2.0,19.0,45.0,21.0,2016.0,394.0,1081.0,1.0,0.0,4.0,3.4,0.0
12.0,12.0,2023.0,2.0,19.0,45.0,21.0,2016.0,59.0,387.0,1.0,1.0,3.0,3.2,1.0
12.0,12.0,2023.0,2.0,19.0,45.0,21.0,2016.0,385.0,74.0,1.0,0.0,4.0,2.8,0.0
12.0,12.0,2023.0,2.0,19.0,45.0,21.0,2016.0,346.0,349.0,1.0,3.0,1.0,0.8,0.0
12.0,12.0,2023.0,2.0,20.0,0.0,21.0,2016.0,71.0,341.0,2.0,2.0,1.0,1.2,1.0
13.0,12.0,2023.0,3.0,19.0,45.0,21.0,2016.0,338.0,384.0,3.0,0.0,2.0,2.8,1.0
13.0,12.0,2023.0,3.0,19.0,45.0,21.0,2016.0,715.0,332.0,4.0,0.0,1.0,1.8,0.0
13.0,12.0,2023.0,3.0,19.0,45.0,21.0,2016.0,68.0,345.0,3.0,2.0,0.0,3.6,1.0
13.0,12.0,2023.0,3.0,20.0,0.0,21.0,2016.0,343.0,322.0,2.0,1.0,2.0,3.2,0.0
24.0,11.0,2023.0,5.0,19.0,30.0,12.0,2002.0,1.0,5.0,0.0,1.0,4.0,2.4,0.0
24.0,11.0,2023.0,5.0,20.0,0.0,13.0,2015.0,524.0,548.0,1.0,2.0,2.0,3.2,1.0
25.0,11.0,2023.0,6.0,14.0,0.0,13.0,2019.0,455.0,110.0,2.0,0.0,3.0,3.4,1.0
25.0,11.0,2023.0,6.0,14.0,30.0,12.0,2002.0,4.0,18.0,4.0,0.0,1.0,5.6,1.0
25.0,11.0,2023.0,6.0,14.0,30.0,12.0,2002.0,12.0,3.0,0.0,2.0,3.0,3.0,0.0
25.0,11.0,2023.0,6.0,14.0,30.0,12.0,2002.0,11.0,721.0,2.0,0.0,3.0,2.4,1.0
25.0,11.0,2023.0,6.0,15.0,0.0,17.0,2016.0,338.0,346.0,5.0,0.0,0.0,4.4,1.0
25.0,11.0,2023.0,6.0,15.0,0.0,17.0,2016.0,1138.0,71.0,1.0,1.0,3.0,2.6,1.0
25.0,11.0,2023.0,6.0,15.0,0.0,17.0,2016.0,384.0,1076.0,2.0,0.0,3.0,2.6,0.0
25.0,11.0,2023.0,6.0,15.0,0.0,13.0,2021.0,356.0,1044.0,1.0,2.0,2.0,2.8,0.0
25.0,11.0,2023.0,6.0,15.0,0.0,13.0,2021.0,389.0,354.0,1.0,3.0,1.0,2.0,1.0
25.0,11.0,2023.0,6.0,15.0,0.0,17.0,2016.0,332.0,345.0,2.0,1.0,2.0,2.6,1.0
25.0,11.0,2023.0,6.0,15.0,0.0,13.0,2021.0,67.0,61.0,2.0,1.0,2.0,4.2,1.0
25.0,11.0,2023.0,6.0,15.0,0.0,17.0,2016.0,70.0,59.0,3.0,0.0,2.0,2.8,0.0
25.0,11.0,2023.0,6.0,15.0,0.0,13.0,2021.0,328.0,563.0,0.0,3.0,2.0,2.4,0.0
25.0,11.0,2023.0,6.0,15.0,0.0,17.0,2016.0,68.0,69.0,2.0,3.0,0.0,1.6,1.0
25.0,11.0,2023.0,6.0,15.0,0.0,17.0,2016.0,387.0,343.0,3.0,2.0,0.0,3.4,1.0
25.0,11.0,2023.0,6.0,15.0,0.0,17.0,2016.0,1081.0,715.0,2.0,2.0,1.0,1.4,0.0
25.0,11.0,2023.0,6.0,15.0,0.0,13.0,2021.0,351.0,397.0,1.0,2.0,2.0,2.0,0.0
25.0,11.0,2023.0,6.0,15.0,30.0,13.0,2003.0,670.0,675.0,1.0,0.0,4.0,4.2,0.0
25.0,11.0,2023.0,6.0,16.0,0.0,13.0,2015.0,541.0,546.0,0.0,0.0,5.0,3.0,0.0
25.0,11.0,2023.0,6.0,17.0,0.0,13.0,2019.0,102.0,113.0,1.0,0.0,4.0,3.0,0.0
25.0,11.0,2023.0,6.0,17.0,30.0,13.0,2021.0,402.0,57.0,0.0,1.0,4.0,2.0,0.0
25.0,11.0,2023.0,6.0,17.0,30.0,12.0,2002.0,19.0,10.0,2.0,1.0,2.0,3.4,0.0
25.0,11.0,2023.0,6.0,17.0,30.0,17.0,2016.0,74.0,349.0,2.0,2.0,1.0,2.4,1.0
25.0,11.0,2023.0,6.0,17.0,45.0,13.0,2003.0,666.0,674.0,1.0,0.0,4.0,3.0,0.0
25.0,11.0,2023.0,6.0,17.0,45.0,13.0,2003.0,673.0,1920.0,2.0,1.0,2.0,3.2,1.0
25.0,11.0,2023.0,6.0,19.0,45.0,13.0,2019.0,98.0,99.0,4.0,0.0,1.0,2.2,1.0
25.0,11.0,2023.0,6.0,20.0,0.0,13.0,2003.0,684.0,683.0,1.0,3.0,1.0,1.8,0.0
25.0,11.0,2023.0,6.0,20.0,0.0,13.0,2003.0,678.0,679.0,2.0,3.0,0.0,4.0,1.0
26.0,11.0,2023.0,7.0,11.0,15.0,13.0,2003.0,1911.0,671.0,1.0,2.0,1.0,4.0,0.0
26.0,11.0,2023.0,7.0,12.0,0.0,13.0,2015.0,522.0,511.0,2.0,2.0,1.0,1.6,1.0
26.0,11.0,2023.0,7.0,13.0,30.0,13.0,2003.0,682.0,1919.0,4.0,1.0,0.0,2.8,1.0
26.0,11.0,2023.0,7.0,14.0,0.0,13.0,2019.0,470.0,107.0,2.0,2.0,1.0,2.2,1.0
26.0,11.0,2023.0,7.0,14.0,0.0,13.0,2015.0,518.0,512.0,2.0,0.0,3.0,3.8,0.0
26.0,11.0,2023.0,7.0,14.0,0.0,13.0,2015.0,525.0,545.0,3.0,0.0,2.0,3.4,0.0
26.0,11.0,2023.0,7.0,14.0,0.0,13.0,2019.0,445.0,471.0,2.0,0.0,3.0,4.4,0.0
26.0,11.0,2023.0,7.0,14.0,0.0,13.0,2021.0,73.0,58.0,2.0,0.0,3.0,3.2,0.0
26.0,11.0,2023.0,7.0,15.0,45.0,13.0,2003.0,6806.0,676.0,1.0,0.0,4.0,2.8,0.0
26.0,11.0,2023.0,7.0,16.0,5.0,13.0,2015.0,529.0,547.0,3.0,0.0,2.0,3.8,1.0
26.0,11.0,2023.0,7.0,16.0,30.0,13.0,2021.0,62.0,66.0,0.0,0.0,5.0,2.8,0.0
26.0,11.0,2023.0,7.0,17.0,0.0,13.0,2019.0,100.0,115.0,3.0,1.0,1.0,3.2,1.0
26.0,11.0,2023.0,7.0,19.0,45.0,13.0,2015.0,523.0,521.0,2.0,1.0,2.0,3.4,0.0
27.0,11.0,2023.0,1.0,19.0,45.0,13.0,2019.0,103.0,586.0,2.0,2.0,1.0,1.2,1.0
27.0,11.0,2023.0,1.0,20.0,0.0,13.0,2021.0,63.0,76.0,1.0,2.0,2.0,2.2,1.0
28.0,11.0,2023.0,2.0,19.0,45.0,18.0,2016.0,322.0,385.0,4.0,1.0,0.0,3.8,1.0
28.0,11.0,2023.0,2.0,19.0,45.0,18.0,2016.0,715.0,74.0,0.0,3.0,2.0,1.4,0.0
28.0,11.0,2023.0,2.0,19.0,45.0,18.0,2016.0,343.0,1081.0,2.0,0.0,3.0,3.8,1.0
28.0,11.0,2023.0,2.0,19.0,45.0,18.0,2016.0,69.0,70.0,2.0,1.0,2.0,1.8,1.0
28.0,11.0,2023.0,2.0,19.0,45.0,18.0,2016.0,1076.0,1138.0,3.0,1.0,1.0,2.6,1.0
28.0,11.0,2023.0,2.0,20.0,0.0,18.0,2016.0,346.0,68.0,3.0,0.0,2.0,3.6,1.0
29.0,11.0,2023.0,3.0,19.0,45.0,18.0,2016.0,341.0,72.0,4.0,0.0,1.0,2.6,1.0
29.0,11.0,2023.0,3.0,19.0,45.0,18.0,2016.0,71.0,394.0,1.0,1.0,3.0,2.8,0.0
29.0,11.0,2023.0,3.0,19.0,45.0,18.0,2016.0,340.0,387.0,4.0,0.0,1.0,3.4,1.0
29.0,11.0,2023.0,3.0,19.0,45.0,18.0,2016.0,59.0,332.0,2.0,1.0,2.0,2.6,1.0
29.0,11.0,2023.0,3.0,20.0,0.0,18.0,2016.0,349.0,384.0,2.0,1.0,2.0,4.0,1.0
1.0,12.0,2023.0,5.0,19.0,0.0,14.0,2003.0,673.0,1911.0,1.0,1.0,0.0,2.5,1.0
1.0,12.0,2023.0,5.0,19.0,30.0,13.0,2002.0,55.0,1.0,2.0,0.0,3.0,3.2,0.0
1.0,12.0,2023.0,5.0,19.0,45.0,14.0,2019.0,5911.0,109.0,3.0,0.0,1.0,2.25,0.0
1.0,12.0,2023.0,5.0,20.0,0.0,19.0,2016.0,1081.0,69.0,2.0,0.0,3.0,1.8,0.0
1.0,12.0,2023.0,5.0,20.0,0.0,14.0,2015.0,547.0,576.0,1.0,2.0,2.0,2.6,1.0
2.0,12.0,2023.0,6.0,12.0,30.0,19.0,2016.0,74.0,338.0,0.0,0.0,5.0,3.4,0.0
2.0,12.0,2023.0,6.0,14.0,30.0,13.0,2002.0,36.0,11.0,2.0,0.0,3.0,3.2,1.0
2.0,12.0,2023.0,6.0,14.0,30.0,13.0,2002.0,721.0,44.0,3.0,1.0,1.0,2.6,1.0
2.0,12.0,2023.0,6.0,14.0,30.0,13.0,2002.0,18.0,2.0,4.0,0.0,1.0,5.0,1.0
2.0,12.0,2023.0,6.0,15.0,0.0,19.0,2016.0,322.0,346.0,2.0,2.0,1.0,1.2,0.0
2.0,12.0,2023.0,6.0,15.0,0.0,19.0,2016.0,341.0,343.0,4.0,1.0,0.0,3.8,1.0
2.0,12.0,2023.0,6.0,15.0,0.0,14.0,2021.0,328.0,356.0,3.0,0.0,2.0,4.0,1.0
2.0,12.0,2023.0,6.0,15.0,0.0,19.0,2016.0,1138.0,70.0,2.0,1.0,1.0,3.0,1.0
2.0,12.0,2023.0,6.0,15.0,0.0,19.0,2016.0,349.0,1076.0,2.0,1.0,2.0,2.4,1.0
2.0,12.0,2023.0,6.0,15.0,0.0,14.0,2021.0,402.0,389.0,4.0,0.0,1.0,3.4,1.0
2.0,12.0,2023.0,6.0,15.0,0.0,19.0,2016.0,345.0,59.0,3.0,1.0,1.0,3.2,1.0
2.0,12.0,2023.0,6.0,15.0,0.0,19.0,2016.0,340.0,715.0,1.0,0.0,4.0,2.0,1.0
2.0,12.0,2023.0,6.0,15.0,0.0,14.0,2021.0,57.0,76.0,5.0,0.0,0.0,3.0,1.0
2.0,12.0,2023.0,6.0,16.0,0.0,14.0,2015.0,546.0,523.0,3.0,1.0,1.0,2.8,1.0
2.0,12.0,2023.0,6.0,17.0,0.0,14.0,2019.0,110.0,104.0,4.0,1.0,0.0,2.6,1.0
2.0,12.0,2023.0,6.0,17.0,30.0,13.0,2002.0,10.0,12.0,2.0,1.0,2.0,2.4,1.0
2.0,12.0,2023.0,6.0,17.0,30.0,14.0,2021.0,351.0,62.0,1.0,2.0,2.0,2.0,0.0
2.0,12.0,2023.0,6.0,17.0,45.0,14.0,2003.0,1919.0,684.0,0.0,3.0,2.0,2.8,0.0
2.0,12.0,2023.0,6.0,19.0,0.0,14.0,2003.0,1920.0,679.0,3.0,0.0,2.0,3.4,1.0
2.0,12.0,2023.0,6.0,19.0,45.0,14.0,2019.0,98.0,470.0,3.0,2.0,0.0,3.4,1.0
2.0,12.0,2023.0,6.0,20.0,0.0,14.0,2021.0,67.0,66.0,3.0,0.0,2.0,2.6,1.0
2.0,12.0,2023.0,6.0,20.0,0.0,14.0,2003.0,671.0,6806.0,1.0,2.0,2.0,2.4,0.0
2.0,12.0,2023.0,6.0,20.0,0.0,14.0,2015.0,543.0,522.0,2.0,2.0,1.0,2.6,1.0
3.0,12.0,2023.0,7.0,11.0,15.0,14.0,2003.0,675.0,674.0,1.0,2.0,2.0,3.8,0.0
3.0,12.0,2023.0,7.0,12.0,0.0,14.0,2015.0,533.0,524.0,0.0,1.0,4.0,3.2,0.0
3.0,12.0,2023.0,7.0,13.0,30.0,14.0,2003.0,718.0,666.0,1.0,2.0,2.0,3.0,0.0
3.0,12.0,2023.0,7.0,13.0,30.0,19.0,2016.0,387.0,68.0,1.0,1.0,3.0,2.4,0.0
3.0,12.0,2023.0,7.0,13.0,30.0,14.0,2003.0,1915.0,678.0,0.0,2.0,3.0,2.2,0.0
3.0,12.0,2023.0,7.0,14.0,0.0,14.0,2021.0,64.0,63.0,4.0,1.0,0.0,3.4,1.0
3.0,12.0,2023.0,7.0,14.0,0.0,14.0,2015.0,548.0,518.0,3.0,0.0,2.0,3.0,1.0
3.0,12.0,2023.0,7.0,14.0,0.0,14.0,2015.0,512.0,541.0,4.0,1.0,0.0,2.8,1.0
3.0,12.0,2023.0,7.0,14.0,0.0,14.0,2021.0,61.0,397.0,3.0,0.0,2.0,3.4,1.0
3.0,12.0,2023.0,7.0,14.0,0.0,14.0,2019.0,99.0,455.0,3.0,1.0,1.0,3.4,1.0
3.0,12.0,2023.0,7.0,14.0,30.0,13.0,2002.0,15.0,17.0,0.0,3.0,2.0,2.0,0.0
3.0,12.0,2023.0,7.0,16.0,5.0,14.0,2015.0,521.0,545.0,3.0,2.0,0.0,2.6,1.0
3.0,12.0,2023.0,7.0,17.0,0.0,14.0,2019.0,471.0,100.0,1.0,2.0,2.0,3.4,0.0
3.0,12.0,2023.0,7.0,18.0,30.0,13.0,2002.0,16.0,19.0,1.0,2.0,2.0,2.8,1.0
3.0,12.0,2023.0,7.0,19.0,45.0,14.0,2019.0,113.0,108.0,1.0,1.0,3.0,2.2,0.0
3.0,12.0,2023.0,7.0,19.0,45.0,14.0,2015.0,516.0,529.0,2.0,1.0,2.0,1.8,1.0
4.0,11.0,2023.0,6.0,12.0,30.0,11.0,2021.0,63.0,66.0,1.0,0.0,4.0,2.8,0.0
4.0,11.0,2023.0,6.0,14.0,0.0,11.0,2019.0,455.0,113.0,0.0,1.0,4.0,2.8,0.0
