HomeTeam,AwayTeam,AvgH,AvgD,AvgA,DayOfWeek,DayOfYear,HourOfDay,MinuteOfHour,target
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,3.8,3.32,2.0,3,35,15,00,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,2.67,3.22,2.63,3,35,12,30,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,5.35,3.62,1.69,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.7,2.95,2.81,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,2.22,3.14,3.51,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,3.49,3.21,2.19,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,2.12,3.3,3.55,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,3.28,3.16,2.26,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,1.55,3.92,6.08,3,35,15,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,3.14,3.05,2.46,3,35,20,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,2.13,3.17,3.72,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,1.54,3.88,6.7,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,3.18,3.28,2.25,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,4.17,3.52,1.88,3,35,15,00,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.29,3.18,3.3,3,35,17,30,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.17,3.31,3.32,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
51,48,2.16,3.2,3.59,3,35,15,00,0
38,2,3.64,3.57,2.05,4,36,14,00,1
38,2,3.64,3.57,2.05,4,36,14,00,1
38,2,1.29,5.73,11.16,4,36,19,15,1
38,2,1.29,5.73,11.16,4,36,19,15,1
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.11,3.46,3.5,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,2.01,3.53,3.68,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,3.99,3.4,1.94,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.88,3.61,4.33,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,1.38,4.9,8.92,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.23,3.37,3.15,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,2.26,3.4,3.09,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,4.39,3.64,1.79,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,1.69,4.0,5.02,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
8,39,2.9,3.35,2.39,2,41,15,00,0
